rank_main,rank_child,lemma,pos,rnc_ipm,detcorpus_ipm,freq_sum,all_rki_abs,r,dp,det_rki_ipm,native_ipm,bilingual_ipm,inA1,inA2,dp_factor,zipf_rki,formula_mean_zipf,formula1,rufola_123_ipm,native_abs,bilingual_abs,cefr,comment_main,comment_child,kelly
4460,7422,невиданный,ADJECTIVE,12.5,11,7,0,15,0.71,0,5.51,3.6,0,0,29,0,3,6,0,5,2,NO,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4461,505,зоопарк,NOUN,12.4,21,244,86,77,0.55,407.58,81.5,149.55,1,1,45,5.61,5,20,8,74,83,A1,частотно (ТОП-5000),очень частотно (ТОП-1000),A2
4462,1277,фиолетовый,ADJECTIVE,12.4,23,86,46,62,0.64,218.01,16.52,43.24,0,0,36,5.34,5,18,8,15,24,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4463,1373,теннис,NOUN,12.4,4,67,21,62,0.64,99.53,19.82,27.03,1,1,36,5,5,18,104,18,15,A1,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4464,1881,приветствие,NOUN,12.4,12,68,9,46,0.63,42.65,31.94,52.25,0,0,37,4.63,4,17,8,29,29,C1,частотно (ТОП-5000),очень частотно (ТОП-2000),B1
4465,2262,выпадать,VERB,12.4,41,93,7,31,0.68,33.18,55.07,64.86,0,0,32,4.52,4,16,0,50,36,C1,частотно (ТОП-5000),частотно (ТОП-3000),B1
4466,2204,уносить,VERB,12.4,52,56,4,31,0.72,18.96,36.34,27.03,0,0,28,4.28,4,16,32,33,15,B2,частотно (ТОП-5000),частотно (ТОП-3000),A2
4467,2497,штора,NOUN,12.4,18,10,3,31,0.64,14.22,4.41,5.41,0,0,36,4.15,4,16,0,4,3,B2,частотно (ТОП-5000),частотно (ТОП-3000),B1
4468,3164,молоток,NOUN,12.4,31,75,3,31,0.67,14.22,44.05,57.66,0,0,33,4.15,4,15,0,40,32,C1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4469,4258,град,NOUN,12.4,10,69,2,23,0.73,9.48,53.96,32.43,0,0,27,3.98,4,14,0,49,18,B2,частотно (ТОП-5000),частотно (ТОП-5000),B1
4470,5737,приморский,ADJECTIVE,12.4,6,22,2,15,0.99,9.48,22.03,0,0,0,1,3.98,3,11,0,20,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4471,4340,лечиться,VERB,12.4,8,17,1,31,0.71,4.74,9.91,9.01,0,0,29,3.68,4,14,16,9,5,NO,частотно (ТОП-5000),частотно (ТОП-5000),B2
4472,4597,европеец,NOUN,12.4,2,3,1,15,0.67,4.74,0,0,0,0,33,3.68,4,14,16,0,0,B2,частотно (ТОП-5000),частотно (ТОП-5000),A1
4473,4698,заливать,VERB,12.4,50,34,1,23,0.84,4.74,30.84,9.01,0,0,16,3.68,4,13,0,28,5,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4474,4862,подвижный,ADJECTIVE,12.4,9,22,1,23,0.77,4.74,17.62,9.01,0,0,23,3.68,3,13,0,16,5,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4475,6730,охотничий,ADJECTIVE,12.4,21,28,0,15,0.69,0,11.01,32.43,0,0,31,0,4,7,0,10,18,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4476,6393,откладывать,VERB,12.4,45,25,0,23,0.76,0,19.82,10.81,0,0,24,0,4,7,8,18,6,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4477,6668,старенький,ADJECTIVE,12.4,24,17,0,15,0.69,0,9.91,14.41,0,0,31,0,4,7,0,9,8,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4478,6927,высказываться,VERB,12.4,14,10,0,15,0.69,0,3.3,12.61,0,0,31,0,3,7,0,3,7,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),C1
4479,6965,холл,NOUN,12.4,13,8,0,15,0.69,0,2.2,10.81,0,0,31,0,3,7,0,2,6,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),A2
4480,7349,дверной,ADJECTIVE,12.4,20,11,0,15,0.73,0,8.81,5.41,0,0,27,0,4,6,0,8,3,NO,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4481,7714,поселение,NOUN,12.4,5,8,0,15,0.69,0,2.2,10.81,0,0,31,0,3,6,0,2,6,NO,частотно (ТОП-5000),низкочастотно (ТОП-8000),C1
4482,8038,заросль,NOUN,12.4,37,34,0,15,0.88,0,33.04,7.21,0,0,12,0,4,5,0,30,4,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4483,8564,туманный,ADJECTIVE,12.4,13,6,0,8,1,0,6.61,0,0,0,0,0,3,4,0,6,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4484,2633,картофель,NOUN,12.3,9,104,23,69,0.81,109,71.59,16.22,1,1,19,5.04,5,16,56,65,9,A1,частотно (ТОП-5000),частотно (ТОП-3000),A1
4485,4502,родственный,ADJECTIVE,12.3,4,552,9,23,0.85,42.65,511.01,142.34,0,0,15,4.63,4,14,0,464,79,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4486,2063,выбираться,VERB,12.3,104,41,4,23,0.68,18.96,15.42,41.44,0,0,32,4.28,4,16,0,14,23,C1,частотно (ТОП-5000),частотно (ТОП-3000),B2
4487,2182,укладывать,VERB,12.3,56,35,3,38,0.67,14.22,16.52,27.03,0,0,33,4.15,4,16,16,15,15,B2,частотно (ТОП-5000),частотно (ТОП-3000),B2
4488,2385,пусто,ADVERB,12.3,27,18,3,31,0.64,14.22,9.91,10.81,0,0,36,4.15,4,16,0,9,6,B2,частотно (ТОП-5000),частотно (ТОП-3000),B2
4489,3493,захватывать,VERB,12.3,11,13,3,31,0.65,14.22,1.1,16.22,0,0,35,4.15,4,15,0,1,9,C1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4490,3350,жареный,ADJECTIVE,12.3,17,34,2,38,0.67,9.48,5.51,39.64,0,0,33,3.98,4,15,40,5,22,B1,частотно (ТОП-5000),частотно (ТОП-4000),A2
4491,4095,лад,NOUN,12.3,17,27,1,31,0.7,4.74,15.42,14.41,0,0,30,3.68,4,14,32,14,8,C1,частотно (ТОП-5000),частотно (ТОП-5000),C2
4492,5650,неудобный,ADJECTIVE,12.3,10,7,1,23,0.98,4.74,4.41,0,0,0,2,3.68,4,11,16,4,0,B1,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4493,5903,красноярский,ADJECTIVE,12.3,1,2,1,15,0.99,4.74,0,0,0,0,1,3.68,3,11,8,0,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4494,6418,выставлять,VERB,12.3,43,14,0,15,0.71,0,11.01,7.21,0,0,29,0,4,7,0,10,4,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),C1
4495,6601,тощий,ADJECTIVE,12.3,28,14,0,23,0.69,0,6.61,10.81,0,0,31,0,4,7,16,6,6,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4496,6394,ахнуть,VERB,12.3,45,12,0,15,0.69,0,3.3,16.22,0,0,31,0,4,7,0,3,9,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4497,9114,союзный,ADJECTIVE,12.3,1,37,0,15,1,0,39.65,0,0,0,0,0,3,3,8,36,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-10000),NO
4498,8763,куриный,ADJECTIVE,12.3,11,5,0,8,1,0,5.51,0,0,0,0,0,3,3,0,5,0,B1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4499,814,поиграть,VERB,12.2,23,265,89,77,0.6,421.8,51.76,228.83,0,0,40,5.63,5,19,16,47,127,NO,частотно (ТОП-5000),очень частотно (ТОП-1000),NO
4500,1761,роща,NOUN,12.2,28,201,23,46,0.73,109,146.48,81.08,0,0,27,5.04,4,17,0,133,45,C1,частотно (ТОП-5000),очень частотно (ТОП-2000),C1
4501,2545,корм,NOUN,12.2,15,78,9,38,0.67,42.65,46.26,48.65,0,0,33,4.63,4,16,0,42,27,C1,частотно (ТОП-5000),частотно (ТОП-3000),A2
4502,3465,плач,NOUN,12.2,12,37,5,38,0.71,23.7,22.03,18.02,0,0,29,4.37,4,15,16,20,10,B1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4503,3336,дуга,NOUN,12.2,18,33,3,23,0.72,14.22,23.13,16.22,0,0,28,4.15,4,15,0,21,9,NO,частотно (ТОП-5000),частотно (ТОП-4000),C1
4504,3436,нищий,ADJECTIVE,12.2,13,5,2,23,0.68,9.48,1.1,3.6,0,0,32,3.98,4,15,0,1,2,B2,частотно (ТОП-5000),частотно (ТОП-4000),B2
4505,4863,поделить,VERB,12.2,9,42,2,31,0.85,9.48,36.34,10.81,0,0,15,3.98,4,13,8,33,6,B2,частотно (ТОП-5000),частотно (ТОП-5000),NO
4506,5203,вовсю,ADVERB,12.2,20,4,2,15,0.99,9.48,2.2,0,0,0,1,3.98,4,12,0,2,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),C2
4507,2920,помчаться,VERB,12.2,63,47,1,31,0.68,4.74,30.84,30.63,0,0,32,3.68,4,15,8,28,17,NO,частотно (ТОП-5000),частотно (ТОП-3000),NO
4508,3236,проигрывать,VERB,12.2,25,30,1,31,0.68,4.74,8.81,30.63,0,0,32,3.68,4,15,32,8,17,B1,частотно (ТОП-5000),частотно (ТОП-4000),B1
4509,4373,щедрый,ADJECTIVE,12.2,7,21,1,23,0.68,4.74,13.22,14.41,0,0,32,3.68,3,14,0,12,8,B2,частотно (ТОП-5000),частотно (ТОП-5000),B2
4510,5708,одобрение,NOUN,12.2,7,5,1,15,0.99,4.74,4.41,0,0,0,1,3.68,3,11,0,4,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4511,5610,привычно,ADVERB,12.2,14,4,1,15,0.99,4.74,3.3,0,0,0,1,3.68,4,11,0,3,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4512,5738,перелом,NOUN,12.2,6,2,1,15,0.98,4.74,1.1,0,0,0,2,3.68,3,11,0,1,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),B1
4513,6928,морщина,NOUN,12.2,14,8,0,23,0.69,0,3.3,7.21,0,0,31,0,4,7,8,3,4,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4514,6865,незаметный,ADJECTIVE,12.2,16,8,0,15,0.69,0,4.41,7.21,0,0,31,0,4,7,0,4,4,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4515,7715,бульон,NOUN,12.2,5,14,0,15,0.69,0,5.51,16.22,0,0,31,0,3,6,0,5,9,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4516,7590,трюк,NOUN,12.2,7,12,0,15,0.69,0,2.2,18.02,0,0,31,0,3,6,0,2,10,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4517,7716,преданность,NOUN,12.2,5,7,0,15,0.71,0,5.51,3.6,0,0,29,0,3,6,0,5,2,NO,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4518,1320,здороваться,VERB,12.1,16,88,39,31,0.64,184.83,16.52,61.26,0,0,36,5.27,5,18,0,15,34,B1,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4519,1355,праздновать,VERB,12.1,8,86,18,54,0.62,85.31,11.01,57.66,0,0,38,4.93,5,18,207,10,32,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),B1
4520,1755,кепка,NOUN,12.1,29,26,15,46,0.69,71.09,6.61,9.01,0,0,31,4.85,4,17,0,6,5,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),NO
4521,2423,муравей,NOUN,12.1,23,195,15,31,0.75,71.09,140.97,88.29,0,0,25,4.85,4,16,24,128,49,C1,частотно (ТОП-5000),частотно (ТОП-3000),B2
4522,1786,собачка,NOUN,12.1,24,102,10,54,0.66,47.39,56.17,66.67,0,0,34,4.68,4,17,32,51,37,NO,частотно (ТОП-5000),очень частотно (ТОП-2000),NO
4523,1728,пирожок,NOUN,12.1,33,97,10,54,0.6,47.39,46.26,77.48,0,1,40,4.68,4,17,16,42,43,A2,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4524,1787,тумбочка,NOUN,12.1,24,22,6,38,0.62,28.44,5.51,18.02,0,0,38,4.45,4,17,8,5,10,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),A2
4525,2375,миска,NOUN,12.1,28,42,6,38,0.63,28.44,17.62,36.04,0,0,37,4.45,4,16,0,16,20,C1,частотно (ТОП-5000),частотно (ТОП-3000),B1
4526,3337,давным-давно,ADVERB,12.1,18,31,1,31,0.68,4.74,18.72,18.02,0,0,32,3.68,4,15,24,17,10,C1,частотно (ТОП-5000),частотно (ТОП-4000),NO
4527,3063,ведьма,NOUN,12.1,41,14,1,23,0.68,4.74,7.71,10.81,0,0,32,3.68,4,15,0,7,6,C1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4528,4023,косой,ADJECTIVE,12.1,23,37,1,23,0.7,4.74,27.53,19.82,0,0,30,3.68,4,14,0,25,11,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4529,4794,сирота,NOUN,12.1,15,14,1,31,0.85,4.74,9.91,3.6,0,0,15,3.68,4,13,16,9,2,B2,частотно (ТОП-5000),частотно (ТОП-5000),B2
4530,6358,выслушивать,VERB,12.1,50,19,0,15,0.69,0,12.11,14.41,0,0,31,0,4,7,0,11,8,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4531,6807,обидный,ADJECTIVE,12.1,18,6,0,23,0.69,0,2.2,3.6,0,0,31,0,4,7,16,2,2,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4532,8074,робкий,ADJECTIVE,12.1,15,34,0,23,0.85,0,29.74,9.01,0,0,15,0,4,5,16,27,5,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4533,8230,указываться,VERB,12.1,1,9,0,15,0.69,0,6.61,5.41,0,0,31,0,2,5,0,6,3,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),C1
4534,8734,основатель,NOUN,12.1,1,9,0,15,1,0,4.41,0,0,0,0,0,4,4,40,4,0,B1,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4535,805,конек,NOUN,12,25,216,47,62,0.61,222.75,101.32,127.93,0,0,39,5.35,5,19,48,92,71,B1,частотно (ТОП-5000),очень частотно (ТОП-1000),NO
4536,2649,багаж,NOUN,12,8,73,15,46,0.71,71.09,52.86,16.22,0,1,29,4.85,4,16,8,48,9,A2,частотно (ТОП-5000),частотно (ТОП-3000),B1
4537,1024,добираться,VERB,12,110,68,13,46,0.64,61.61,31.94,36.04,0,0,36,4.79,5,18,48,29,20,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),B1
4538,4296,путевка,NOUN,12,9,13,8,15,0.96,37.91,0,0,0,0,4,4.58,4,14,40,0,0,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4539,2508,вешать,VERB,12,17,49,5,38,0.66,23.7,11.01,57.66,0,0,34,4.37,4,16,16,10,32,B1,частотно (ТОП-5000),частотно (ТОП-3000),B1
4540,3275,сладко,ADVERB,12,22,44,5,31,0.74,23.7,30.84,19.82,0,0,26,4.37,4,15,0,28,11,B1,частотно (ТОП-5000),частотно (ТОП-4000),B1
4541,5245,кавалер,NOUN,12,12,6,5,15,0.98,23.7,1.1,0,0,0,2,4.37,4,12,0,1,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4542,2546,чулок,NOUN,12,15,41,4,31,0.61,18.96,26.43,23.42,0,0,39,4.28,4,16,0,24,13,C1,частотно (ТОП-5000),частотно (ТОП-3000),B1
4543,5259,девичий,ADJECTIVE,12,10,9,4,23,0.99,18.96,4.41,0,0,0,1,4.28,4,12,8,4,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4544,2329,похвалить,VERB,12,33,57,3,31,0.68,14.22,31.94,41.44,0,0,32,4.15,4,16,16,29,23,B1,частотно (ТОП-5000),частотно (ТОП-3000),NO
4545,3392,косточка,NOUN,12,15,54,3,31,0.64,14.22,26.43,48.65,0,0,36,4.15,4,15,0,24,27,C1,частотно (ТОП-5000),частотно (ТОП-4000),NO
4546,3393,хрустальный,ADJECTIVE,12,15,37,3,38,0.72,14.22,26.43,16.22,0,0,28,4.15,4,15,8,24,9,NO,частотно (ТОП-5000),частотно (ТОП-4000),NO
4547,2386,пролететь,VERB,12,27,64,2,31,0.66,9.48,38.55,36.04,0,0,34,3.98,4,16,56,35,20,B2,частотно (ТОП-5000),частотно (ТОП-3000),NO
4548,3256,выть,VERB,12,23,75,2,23,0.69,9.48,45.15,57.66,0,0,31,3.98,4,15,0,41,32,C1,частотно (ТОП-5000),частотно (ТОП-4000),C1
4549,3547,механика,NOUN,12,9,6,2,23,0.65,9.48,0,3.6,0,0,35,3.98,4,15,16,0,2,NO,частотно (ТОП-5000),частотно (ТОП-4000),B2
4550,4630,преобладать,VERB,12,1,7,2,23,0.65,9.48,1.1,7.21,0,0,35,3.98,3,14,0,1,4,B2,частотно (ТОП-5000),частотно (ТОП-5000),C1
4551,4736,ветерок,NOUN,12,27,113,2,31,0.85,9.48,103.52,28.83,0,0,15,3.98,4,13,8,94,16,NO,частотно (ТОП-5000),частотно (ТОП-5000),NO
4552,3955,мостик,NOUN,12,31,33,1,31,0.72,4.74,24.23,16.22,0,0,28,3.68,4,14,8,22,9,NO,частотно (ТОП-5000),частотно (ТОП-4000),A2
4553,4180,проезжать,VERB,12,13,12,1,31,0.68,4.74,4.41,10.81,0,0,32,3.68,4,14,8,4,6,B1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4554,4951,загородный,ADJECTIVE,12,4,15,1,31,0.8,4.74,9.91,3.6,0,0,20,3.68,4,13,24,9,2,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4555,5535,швырнуть,VERB,12,28,3,1,15,0.99,4.74,2.2,0,0,0,1,3.68,4,11,0,2,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4556,6211,перебивать,VERB,12,107,48,0,15,0.69,0,22.03,50.45,0,0,31,0,4,8,0,20,28,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4557,7126,манеж,NOUN,12,7,10,0,23,0.69,0,1.1,14.41,0,0,31,0,3,7,8,1,8,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4558,6753,носовой,ADJECTIVE,12,20,9,0,15,0.69,0,4.41,9.01,0,0,31,0,4,7,0,4,5,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4559,7717,ремесло,NOUN,12,5,32,0,15,0.69,0,4.41,50.45,0,0,31,0,3,6,0,4,28,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),C1
4560,7655,древность,NOUN,12,6,23,0,23,0.74,0,17.62,10.81,0,0,26,0,3,6,8,16,6,NO,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4561,7718,гласить,VERB,12,5,15,0,15,0.69,0,11.01,9.01,0,0,31,0,3,6,0,10,5,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),C2
4562,8488,лестничный,ADJECTIVE,12,18,7,0,15,1,0,5.51,0,0,0,0,0,4,4,16,5,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4563,1143,после,ADVERB,11.9,51.6,101,12,54,0.63,56.87,56.17,59.46,1,1,37,4.75,5,18,40,51,33,A1,частотно (ТОП-5000),очень частотно (ТОП-2000),A2
4564,1762,звонкий,ADJECTIVE,11.9,28,526,33,31,0.7,156.4,372.25,279.28,0,0,30,5.19,5,17,0,338,155,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),A2
4565,1235,кролик,NOUN,11.9,32,68,21,46,0.6,99.53,28.63,37.84,0,0,40,5,4,18,0,26,21,C1,частотно (ТОП-5000),очень частотно (ТОП-2000),C1
4566,3711,повторение,NOUN,11.9,4,107,6,38,0.72,28.44,82.6,46.85,0,0,28,4.45,4,15,0,75,26,B2,частотно (ТОП-5000),частотно (ТОП-4000),B1
4567,4952,элегантный,ADJECTIVE,11.9,4,6,5,15,0.93,23.7,0,0,0,0,7,4.37,4,13,8,0,0,B2,частотно (ТОП-5000),частотно (ТОП-5000),B2
4568,2750,туристический,ADJECTIVE,11.9,3,11,4,23,0.65,18.96,0,9.01,0,0,35,4.28,4,16,16,0,5,B1,частотно (ТОП-5000),частотно (ТОП-3000),B1
4569,3411,садик,NOUN,11.9,14,33,4,23,0.67,18.96,18.72,21.62,0,0,33,4.28,4,15,0,17,12,B1,частотно (ТОП-5000),частотно (ТОП-4000),NO
4570,3101,чудовище,NOUN,11.9,38,43,1,23,0.68,4.74,12.11,55.86,0,0,32,3.68,4,15,0,11,31,C1,частотно (ТОП-5000),частотно (ТОП-4000),C1
4571,4158,унылый,ADJECTIVE,11.9,14,12,1,23,0.74,4.74,8.81,5.41,0,0,26,3.68,4,14,0,8,3,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4572,4297,расширять,VERB,11.9,9,11,1,23,0.68,4.74,6.61,7.21,0,0,32,3.68,3,14,0,6,4,B2,частотно (ТОП-5000),частотно (ТОП-5000),B2
4573,6648,вой,NOUN,11.9,25,30,0,15,0.69,0,22.03,18.02,0,0,31,0,4,7,0,20,10,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),C1
4574,6249,пожимать,VERB,11.9,176,19,0,23,0.74,0,11.01,9.01,0,0,26,0,5,7,32,10,5,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),B1
4575,7093,казнить,VERB,11.9,9,12,0,23,0.69,0,1.1,16.22,0,0,31,0,4,7,16,1,9,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4576,7304,свист,NOUN,11.9,31,35,0,23,0.83,0,30.84,10.81,0,0,17,0,4,6,8,28,6,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4577,7656,кто-либо,SPRO,11.9,6,22,0,15,0.69,0,13.22,18.02,0,0,31,0,3,6,0,12,10,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4578,8448,тугой,ADJECTIVE,11.9,22,9,0,15,1,0,8.81,0,0,0,0,0,4,4,8,8,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4579,8469,фашистский,ADJECTIVE,11.9,20,7,0,15,1,0,1.1,0,0,0,0,0,4,4,48,1,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4580,3257,таять,VERB,11.8,23,121,5,31,0.81,23.7,101.32,39.64,0,0,19,4.37,4,15,16,92,22,C1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4581,5038,джаз,NOUN,11.8,2,10,2,23,0.96,9.48,1.1,0,0,0,4,3.98,4,13,56,1,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4582,4737,липа,NOUN,11.8,27,71,1,31,0.83,4.74,63.88,19.82,0,0,17,3.68,4,13,8,58,11,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4583,5198,скользкий,ADJECTIVE,11.8,21,32,1,23,0.86,4.74,29.74,7.21,0,0,14,3.68,4,12,0,27,4,B2,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4584,5468,экология,NOUN,11.8,1,26,1,23,0.98,4.74,2.2,0,0,0,2,3.68,5,12,183,2,0,B1,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4585,5531,гудок,NOUN,11.8,29,7,1,15,0.99,4.74,6.61,0,0,0,1,3.68,4,11,0,6,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),C1
4586,6731,брести,VERB,11.8,21,20,0,23,0.69,0,13.22,12.61,0,0,31,0,4,7,8,12,7,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4587,6354,дядька,NOUN,11.8,51,3,0,15,0.69,0,1.1,3.6,0,0,31,0,4,7,0,1,2,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4588,7591,справочник,NOUN,11.8,7,46,0,23,0.81,0,37.44,16.22,0,0,19,0,4,6,24,34,9,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),B1
4589,8231,рубрика,NOUN,11.8,1,21,0,15,0.69,0,15.42,12.61,0,0,31,0,2,5,0,14,7,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4590,8791,наблюдательный,ADJECTIVE,11.8,9,8,0,8,1,0,8.81,0,0,0,0,0,3,3,0,8,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),C1
4591,1368,хоккей,NOUN,11.7,6,119,56,77,0.75,265.4,44.05,27.03,1,1,25,5.42,5,18,64,40,15,A1,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4592,1356,лимон,NOUN,11.7,8,100,41,77,0.6,194.31,36.34,45.05,0,1,40,5.29,5,18,8,33,25,A2,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4593,1199,жук,NOUN,11.7,38,233,29,69,0.61,137.44,117.84,174.77,0,0,39,5.14,5,18,0,107,97,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),B2
4594,2524,исполняться,VERB,11.7,16,46,5,31,0.68,23.7,12.11,32.43,0,0,32,4.37,4,16,96,11,18,B1,частотно (ТОП-5000),частотно (ТОП-3000),B2
4595,2437,самовар,NOUN,11.7,22,49,4,38,0.66,18.96,25.33,34.23,0,0,34,4.28,4,16,24,23,19,B1,частотно (ТОП-5000),частотно (ТОП-3000),NO
4596,2948,задерживаться,VERB,11.7,57,15,2,23,0.76,9.48,11.01,5.41,0,0,24,3.98,4,15,0,10,3,C1,частотно (ТОП-5000),частотно (ТОП-3000),B2
4597,5238,таиться,VERB,11.7,13,13,2,15,0.99,9.48,12.11,0,0,0,1,3.98,4,12,0,11,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4598,3905,отнимать,VERB,11.7,40,24,1,31,0.7,4.74,16.52,12.61,0,0,30,3.68,4,14,8,15,7,B1,частотно (ТОП-5000),частотно (ТОП-4000),C1
4599,4259,неинтересный,ADJECTIVE,11.7,10,11,1,31,0.73,4.74,3.3,5.41,0,0,27,3.68,4,14,32,3,3,B1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4600,4726,вертеть,VERB,11.7,30,68,1,23,0.81,4.74,60.57,21.62,0,0,19,3.68,4,13,0,55,12,C1,частотно (ТОП-5000),частотно (ТОП-5000),B1
4601,4692,пробираться,VERB,11.7,68,28,1,23,0.85,4.74,25.33,7.21,0,0,15,3.68,4,13,0,23,4,NO,частотно (ТОП-5000),частотно (ТОП-5000),NO
4602,5220,пружина,NOUN,11.7,16,19,1,23,0.88,4.74,17.62,3.6,0,0,12,3.68,4,12,0,16,2,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4603,5582,клок,NOUN,11.7,18,9,1,15,0.99,4.74,8.81,0,0,0,1,3.68,4,11,0,8,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4604,7040,позаботиться,VERB,11.7,11,7,0,15,0.69,0,3.3,7.21,0,0,31,0,3,7,0,3,4,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4605,7385,срезать,VERB,11.7,16,15,0,15,0.73,0,12.11,7.21,0,0,27,0,4,6,0,11,4,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4606,7357,укреплять,VERB,11.7,19,12,0,23,0.75,0,8.81,5.41,0,0,25,0,4,6,8,8,3,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4607,7397,нетрудно,ADVERB,11.7,14,8,0,15,0.75,0,6.61,3.6,0,0,25,0,3,6,0,6,2,B1,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
