rank_main,rank_child,lemma,pos,rnc_ipm,detcorpus_ipm,freq_sum,all_rki_abs,r,dp,det_rki_ipm,native_ipm,bilingual_ipm,inA1,inA2,dp_factor,zipf_rki,formula_mean_zipf,formula1,rufola_123_ipm,native_abs,bilingual_abs,cefr,comment_main,comment_child,kelly
4608,8117,комбайн,NOUN,11.7,9,21,0,15,0.81,0,18.72,7.21,0,0,19,0,3,5,0,17,4,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4609,8454,предатель,NOUN,11.7,21,8,0,15,1,0,2.2,0,0,0,0,0,4,4,48,2,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4610,8950,горизонтальный,ADJECTIVE,11.7,4,15,0,8,1,0,16.52,0,0,0,0,0,3,3,0,15,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4611,8834,коль,CONJUNCTION,11.7,7,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4612,499,торт,NOUN,11.6,30,264,130,69,0.6,616.11,56.17,133.33,0,1,40,5.79,5,20,72,51,74,A2,частотно (ТОП-5000),очень частотно (ТОП-1000),A1
4613,789,белка,NOUN,11.6,33,370,59,77,0.61,279.62,182.82,259.46,0,0,39,5.45,5,19,8,166,144,B2,частотно (ТОП-5000),очень частотно (ТОП-1000),C1
4614,849,отчество,NOUN,11.6,14,180,31,38,0.58,146.92,83.7,120.72,0,1,42,5.17,5,19,48,76,67,A2,частотно (ТОП-5000),очень частотно (ТОП-1000),NO
4615,1853,двоюродный,ADJECTIVE,11.6,16,69,18,31,0.64,85.31,9.91,75.68,0,0,36,4.93,4,17,0,9,42,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),A2
4616,3518,невский,ADJECTIVE,11.6,10,27,14,31,0.91,66.35,2.2,0,0,0,9,4.82,5,15,88,2,0,NO,частотно (ТОП-5000),частотно (ТОП-4000),NO
4617,1717,ай,INTERJECTION,11.6,35,37,6,38,0.63,28.44,16.52,28.83,0,0,37,4.45,4,17,0,15,16,NO,частотно (ТОП-5000),очень частотно (ТОП-2000),NO
4618,2571,поднос,NOUN,11.6,13,17,5,38,0.6,23.7,3.3,16.22,0,0,40,4.37,4,16,0,3,9,C1,частотно (ТОП-5000),частотно (ТОП-3000),A2
4619,2634,артистка,NOUN,11.6,9,24,3,38,0.67,14.22,6.61,10.81,1,1,33,4.15,4,16,72,6,6,A1,частотно (ТОП-5000),частотно (ТОП-3000),NO
4620,3318,кидать,VERB,11.6,19,29,3,23,0.71,14.22,19.82,14.41,0,0,29,4.15,4,15,0,18,8,C1,частотно (ТОП-5000),частотно (ТОП-4000),A2
4621,4631,застолье,NOUN,11.6,1,4,2,15,0.65,9.48,0,3.6,0,0,35,3.98,3,14,0,0,2,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4622,3854,отрывать,VERB,11.6,69,32,1,31,0.72,4.74,23.13,16.22,0,0,28,3.68,4,14,8,21,9,B2,частотно (ТОП-5000),частотно (ТОП-4000),B1
4623,3982,шевелить,VERB,11.6,27,19,1,23,0.68,4.74,6.61,21.62,0,0,32,3.68,4,14,0,6,12,C1,частотно (ТОП-5000),частотно (ТОП-4000),NO
4624,5611,слюна,NOUN,11.6,14,2,1,15,0.98,4.74,1.1,0,0,0,2,3.68,4,11,0,1,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4625,6649,коробочка,NOUN,11.6,25,29,0,23,0.69,0,20.93,16.22,0,0,31,0,4,7,8,19,9,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4626,7094,ролик,NOUN,11.6,9,22,0,15,0.69,0,0,27.03,0,0,31,0,4,7,56,0,15,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4627,6502,неуверенно,ADVERB,11.6,35,11,0,23,0.69,0,3.3,10.81,0,0,31,0,4,7,16,3,6,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4628,6518,потащить,VERB,11.6,34,9,0,15,0.69,0,4.41,9.01,0,0,31,0,4,7,0,4,5,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4629,7311,воображать,VERB,11.6,29,19,0,15,0.74,0,15.42,9.01,0,0,26,0,4,6,0,14,5,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4630,8146,африканский,ADJECTIVE,11.6,6,13,0,23,0.85,0,8.81,3.6,0,0,15,0,4,5,24,8,2,B1,частотно (ТОП-5000),низкочастотно (ТОП-9000),A1
4631,8232,славянин,NOUN,11.6,1,11,0,15,0.69,0,4.41,12.61,0,0,31,0,2,5,0,4,7,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4632,9060,разъяснение,NOUN,11.6,2,8,0,8,1,0,8.81,0,0,0,0,0,3,3,0,8,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-10000),B2
4633,8764,яростный,ADJECTIVE,11.6,11,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4634,3237,звездочка,NOUN,11.5,25,86,13,31,0.85,61.61,69.38,18.02,0,0,15,4.79,4,15,0,63,10,NO,частотно (ТОП-5000),частотно (ТОП-4000),NO
4635,3054,тетрадка,NOUN,11.5,42,73,2,31,0.68,9.48,50.66,43.24,0,0,32,3.98,4,15,8,46,24,C1,частотно (ТОП-5000),частотно (ТОП-4000),NO
4636,3900,наполнять,VERB,11.5,41,33,2,31,0.84,9.48,28.63,7.21,0,0,16,3.98,4,14,8,26,4,C1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4637,4746,хулиган,NOUN,11.5,25,7,2,23,0.92,9.48,5.51,0,0,0,8,3.98,4,13,0,5,0,B2,частотно (ТОП-5000),частотно (ТОП-5000),B2
4638,4016,шапочка,NOUN,11.5,24,44,1,23,0.74,4.74,35.24,19.82,0,0,26,3.68,4,14,0,32,11,NO,частотно (ТОП-5000),частотно (ТОП-5000),NO
4639,4298,сахарный,ADJECTIVE,11.5,9,25,1,23,0.68,4.74,17.62,14.41,0,0,32,3.68,3,14,0,16,8,NO,частотно (ТОП-5000),частотно (ТОП-5000),NO
4640,4143,выше,ADVERB,11.5,15,17,1,31,0.68,4.74,7.71,14.41,0,0,32,3.68,4,14,8,7,8,NO,частотно (ТОП-5000),частотно (ТОП-5000),A2
4641,5524,пробиваться,VERB,11.5,35,8,1,15,0.99,4.74,7.71,0,0,0,1,3.68,4,11,0,7,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4642,5539,приговаривать,VERB,11.5,27,8,1,15,0.99,4.74,7.71,0,0,0,1,3.68,4,11,0,7,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4643,6780,ползать,VERB,11.5,19,44,0,15,0.69,0,16.52,52.25,0,0,31,0,4,7,0,15,29,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4644,6294,срываться,VERB,11.5,69,20,0,15,0.69,0,14.32,12.61,0,0,31,0,4,7,0,13,7,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),C2
4645,6929,лен,NOUN,11.5,14,16,0,23,0.69,0,9.91,10.81,0,0,31,0,4,7,8,9,6,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4646,6754,посмеяться,VERB,11.5,20,8,0,15,0.69,0,4.41,7.21,0,0,31,0,4,7,0,4,4,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4647,7367,мелко,ADVERB,11.5,18,9,0,15,0.78,0,7.71,3.6,0,0,22,0,4,6,0,7,2,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),A2
4648,7350,конюшня,NOUN,11.5,20,8,0,15,0.75,0,6.61,3.6,0,0,25,0,4,6,0,6,2,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4649,8532,очертание,NOUN,11.5,15,7,0,8,1,0,7.71,0,0,0,0,0,3,4,0,7,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4650,8428,возвышаться,VERB,11.5,24,5,0,8,1,0,5.51,0,0,0,0,0,4,4,0,5,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4651,3540,старший,NOUN,11.4,9.2,11,5,31,0.8,23.7,4.41,3.6,1,1,20,4.37,5,15,0,4,2,A1,частотно (ТОП-5000),частотно (ТОП-4000),A2
4652,869,меню,NOUN,11.4,4,42,19,54,0.54,90.05,6.61,18.02,0,0,46,4.95,4,19,56,6,10,NO,частотно (ТОП-5000),очень частотно (ТОП-1000),A2
4653,2525,вывеска,NOUN,11.4,16,27,12,31,0.69,56.87,8.81,12.61,0,0,31,4.75,4,16,0,8,7,C1,частотно (ТОП-5000),частотно (ТОП-3000),A2
4654,2751,устный,ADJECTIVE,11.4,3,312,11,31,0.75,52.13,244.49,138.74,0,0,25,4.72,4,16,16,222,77,B1,частотно (ТОП-5000),частотно (ТОП-3000),A2
4655,4752,погоня,NOUN,11.4,24,9,8,15,0.96,37.91,1.1,0,0,0,4,4.58,4,13,0,1,0,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4656,1854,кошелек,NOUN,11.4,16,36,5,38,0.62,23.7,5.51,30.63,0,0,38,4.37,4,17,72,5,17,B1,частотно (ТОП-5000),очень частотно (ТОП-2000),A2
4657,3258,сосновый,ADJECTIVE,11.4,23,89,5,31,0.77,23.7,72.69,32.43,0,0,23,4.37,4,15,0,66,18,C1,частотно (ТОП-5000),частотно (ТОП-4000),NO
4658,3113,паровоз,NOUN,11.4,37,63,2,31,0.68,9.48,15.42,82.88,0,0,32,3.98,4,15,8,14,46,C1,частотно (ТОП-5000),частотно (ТОП-4000),C2
4659,5566,предпринимать,VERB,11.4,20,3,1,15,0.99,4.74,2.2,0,0,0,1,3.68,4,11,0,2,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4660,6503,тревожно,ADVERB,11.4,35,19,0,23,0.74,0,14.32,9.01,0,0,26,0,4,7,8,13,5,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4661,6640,часовой,NOUN,11.4,25.75,17,0,23,0.71,0,12.11,9.01,0,0,29,0,4,7,8,11,5,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4662,6587,бас,NOUN,11.4,29,9,0,15,0.69,0,4.41,9.01,0,0,31,0,4,7,0,4,5,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),C2
4663,8109,чуткий,ADJECTIVE,11.4,10,52,0,15,0.85,0,48.46,14.41,0,0,15,0,3,5,0,44,8,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4664,8048,водяной,ADJECTIVE,11.4,26,42,0,15,0.86,0,39.65,10.81,0,0,14,0,4,5,0,36,6,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4665,8069,жать,VERB,11.4,17,33,0,15,0.91,0,33.04,5.41,0,0,9,0,4,5,0,30,3,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4666,8675,сообщаться,VERB,11.4,4,55,0,15,0.91,0,55.07,9.01,0,0,9,0,3,4,0,50,5,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4667,8746,сбрасывать,VERB,11.4,12,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),C2
4668,1200,угощать,VERB,11.3,38,156,20,62,0.65,94.79,47.36,158.56,0,0,35,4.98,5,18,40,43,88,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),B1
4669,1860,салфетка,NOUN,11.3,15,34,15,62,0.6,71.09,7.71,19.82,0,0,40,4.85,4,17,8,7,11,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),A2
4670,2526,кислый,ADJECTIVE,11.3,16,67,5,46,0.67,23.7,46.26,34.23,0,0,33,4.37,4,16,8,42,19,B1,частотно (ТОП-5000),частотно (ТОП-3000),A2
4671,4096,паутина,NOUN,11.3,17,23,3,31,0.78,14.22,17.62,7.21,0,0,22,4.15,4,14,0,16,4,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4672,4068,хитрость,NOUN,11.3,19,20,2,31,0.79,9.48,14.32,7.21,0,0,21,3.98,4,14,8,13,4,NO,частотно (ТОП-5000),частотно (ТОП-5000),B2
4673,4181,топить,VERB,11.3,13,15,2,31,0.79,9.48,11.01,5.41,0,0,21,3.98,4,14,0,10,3,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4674,4953,звуковой,ADJECTIVE,11.3,4,108,2,23,0.84,9.48,99.12,28.83,0,0,16,3.98,3,13,0,90,16,NO,частотно (ТОП-5000),частотно (ТОП-5000),B1
4675,4121,бархатный,ADJECTIVE,11.3,16,25,1,23,0.71,4.74,18.72,12.61,0,0,29,3.68,4,14,0,17,7,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4676,3933,раздеваться,VERB,11.3,34,10,1,23,0.68,4.74,2.2,12.61,0,0,32,3.68,4,14,0,2,7,B2,частотно (ТОП-5000),частотно (ТОП-4000),A1
4677,4738,золотистый,ADJECTIVE,11.3,27,58,1,23,0.82,4.74,51.76,18.02,0,0,18,3.68,4,13,0,47,10,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4678,4826,чудный,ADJECTIVE,11.3,12,42,1,23,0.82,4.74,37.44,12.61,0,0,18,3.68,4,13,0,34,7,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4679,4983,схожий,ADJECTIVE,11.3,3,15,1,23,0.69,4.74,1.1,23.42,0,0,31,3.68,3,13,0,1,13,NO,частотно (ТОП-5000),частотно (ТОП-5000),NO
4680,6612,бегом,ADVERB,11.3,27,13,0,15,0.69,0,5.51,14.41,0,0,31,0,4,7,0,5,8,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4681,7438,осваивать,VERB,11.3,10,16,0,23,0.81,0,13.22,5.41,0,0,19,0,4,6,8,12,3,NO,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4682,8147,настоящее,NOUN,11.3,6,76,0,15,0.84,0,70.48,21.62,0,0,16,0,3,5,0,64,12,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),A1
4683,8363,нетерпеливо,ADVERB,11.3,36,7,0,15,1,0,6.61,0,0,0,0,0,4,4,8,6,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4684,1057,стих,NOUN,11.2,88,341,59,69,0.79,279.62,209.25,99.1,1,1,21,5.45,5,18,295,190,55,A1,частотно (ТОП-5000),очень частотно (ТОП-2000),B1
4685,1839,верблюд,NOUN,11.2,18,84,15,62,0.62,71.09,42.95,50.45,0,0,38,4.85,4,17,16,39,28,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),B2
4686,1799,котлета,NOUN,11.2,23,41,9,46,0.64,42.65,7.71,45.05,0,0,36,4.63,4,17,0,7,25,B1,частотно (ТОП-5000),очень частотно (ТОП-2000),B1
4687,3594,студентка,NOUN,11.2,7,25,7,38,0.86,33.18,1.1,5.41,1,1,14,4.52,4,15,112,1,3,A1,частотно (ТОП-5000),частотно (ТОП-4000),A1
4688,3378,пластмассовый,ADJECTIVE,11.2,16,12,3,23,0.68,14.22,3.3,10.81,0,0,32,4.15,4,15,0,3,6,B2,частотно (ТОП-5000),частотно (ТОП-4000),NO
4689,3573,пир,NOUN,11.2,8,27,2,23,0.65,9.48,17.62,16.22,0,0,35,3.98,4,15,0,16,9,C1,частотно (ТОП-5000),частотно (ТОП-4000),C2
4690,3412,двухэтажный,ADJECTIVE,11.2,14,14,2,31,0.68,9.48,3.3,14.41,0,0,32,3.98,4,15,8,3,8,B2,частотно (ТОП-5000),частотно (ТОП-4000),NO
4691,4209,ком,NOUN,11.2,12,18,2,31,0.71,9.48,12.11,9.01,0,0,29,3.98,4,14,0,11,5,C1,частотно (ТОП-5000),частотно (ТОП-5000),C1
4692,5336,предисловие,NOUN,11.2,5,6,2,23,0.96,9.48,3.3,0,0,0,4,3.98,4,12,8,3,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-6000),B2
4693,4144,жадный,ADJECTIVE,11.2,15,29,1,23,0.68,4.74,18.72,19.82,0,0,32,3.68,4,14,0,17,11,B2,частотно (ТОП-5000),частотно (ТОП-5000),B1
4694,6895,разрезать,VERB,11.2,15,13,0,15,0.69,0,4.41,16.22,0,0,31,0,3,7,0,4,9,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),B1
4695,7937,косвенный,ADJECTIVE,11.2,2,42,0,15,0.69,0,25.33,34.23,0,0,31,0,3,6,0,23,19,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),C1
4696,7289,нырнуть,VERB,11.2,37,31,0,15,0.81,0,27.53,10.81,0,0,19,0,4,6,0,25,6,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4697,7312,нападать,VERB,11.2,29,9,0,15,0.78,0,7.71,3.6,0,0,22,0,4,6,0,7,2,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
4698,8688,правильность,NOUN,11.2,3,45,0,15,0.84,0,41.85,12.61,0,0,16,0,3,4,0,38,7,NO,частотно (ТОП-5000),низкочастотно (ТОП-9000),B1
4699,8546,камин,NOUN,11.2,14,10,0,15,1,0,3.3,0,0,0,0,0,4,4,56,3,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),C1
4700,8415,обхватить,VERB,11.2,26,6,0,8,1,0,6.61,0,0,0,0,0,4,4,0,6,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4701,1212,пушистый,ADJECTIVE,11.1,36,371,33,62,0.69,156.4,259.91,181.98,0,0,31,5.19,5,18,8,236,101,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),NO
4702,1255,поливать,VERB,11.1,27,165,20,54,0.64,94.79,87,117.12,0,0,36,4.98,4,18,8,79,65,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),B2
4703,1213,ноль,NOUN,11.1,36,27,15,46,0.59,71.09,7.71,9.01,0,1,41,4.85,4,18,0,7,5,A2,частотно (ТОП-5000),очень частотно (ТОП-2000),A1
4704,5362,гамма,NOUN,11.1,4,8,5,23,0.95,23.7,3.3,0,0,0,5,4.37,4,12,0,3,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-6000),C1
4705,3177,сугроб,NOUN,11.1,30,83,3,23,0.76,14.22,67.18,34.23,0,0,24,4.15,4,15,0,61,19,C1,частотно (ТОП-5000),частотно (ТОП-4000),B1
4706,2937,деваться,VERB,11.1,60,25,2,23,0.68,9.48,15.42,16.22,0,0,32,3.98,4,15,0,14,9,C1,частотно (ТОП-5000),частотно (ТОП-3000),C1
4707,4122,хорошенький,ADJECTIVE,11.1,16,17,1,31,0.7,4.74,9.91,9.01,0,0,30,3.68,4,14,16,9,5,C1,частотно (ТОП-5000),частотно (ТОП-5000),NO
4708,5560,чугунный,ADJECTIVE,11.1,21,12,1,15,0.99,4.74,12.11,0,0,0,1,3.68,4,11,0,11,0,NO,частотно (ТОП-5000),низкочастотно (ТОП-6000),NO
4709,6395,приставать,VERB,11.1,45,26,0,15,0.69,0,19.82,14.41,0,0,31,0,4,7,0,18,8,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4710,6613,испуганный,ADJECTIVE,11.1,27,8,0,15,0.69,0,4.41,7.21,0,0,31,0,4,7,0,4,4,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4711,6669,тьфу,INTERJECTION,11.1,24,4,0,23,0.69,0,1.1,3.6,0,0,31,0,4,7,8,1,2,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4712,7374,стереть,VERB,11.1,17,17,0,23,0.77,0,13.22,7.21,0,0,23,0,4,6,8,12,4,C1,частотно (ТОП-5000),низкочастотно (ТОП-8000),NO
4713,8158,адресовать,VERB,11.1,5,20,0,23,0.85,0,15.42,5.41,0,0,15,0,4,5,24,14,3,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),B2
4714,8376,погружаться,VERB,11.1,32,8,0,15,1,0,7.71,0,0,0,0,0,4,4,8,7,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),C1
4715,8582,консервы,NOUN,11.1,12,3,0,15,1,0,1.1,0,0,0,0,0,4,4,16,1,0,B2,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4716,9061,подчинение,NOUN,11.1,2,11,0,8,1,0,12.11,0,0,0,0,0,3,3,0,11,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-10000),B2
4717,8792,стыдиться,VERB,11.1,9,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,C1,частотно (ТОП-5000),низкочастотно (ТОП-9000),NO
4718,1312,ель,NOUN,11,17,245,33,62,0.64,156.4,148.68,135.14,0,0,36,5.19,5,18,16,135,75,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),NO
4719,1313,веселиться,VERB,11,17,77,26,46,0.64,123.22,23.13,43.24,0,0,36,5.09,5,18,48,21,24,B2,частотно (ТОП-5000),очень частотно (ТОП-2000),NO
4720,2509,зонтик,NOUN,11,17,43,8,46,0.67,37.91,20.93,23.42,1,1,33,4.58,4,16,24,19,13,A1,частотно (ТОП-5000),частотно (ТОП-3000),NO
4721,2592,афиша,NOUN,11,12,22,7,31,0.68,33.18,9.91,10.81,0,0,32,4.52,4,16,0,9,6,B1,частотно (ТОП-5000),частотно (ТОП-3000),NO
4722,2888,нажимать,VERB,11,73,42,6,38,0.79,28.44,26.43,10.81,0,0,21,4.45,4,15,48,24,6,B2,частотно (ТОП-5000),частотно (ТОП-3000),B1
4723,4341,родня,NOUN,11,8,20,4,23,0.83,18.96,14.32,5.41,0,0,17,4.28,4,14,0,13,3,C1,частотно (ТОП-5000),частотно (ТОП-5000),C1
4724,2619,забава,NOUN,11,10,25,3,31,0.61,14.22,5.51,30.63,0,0,39,4.15,4,16,0,5,17,NO,частотно (ТОП-5000),частотно (ТОП-3000),C2
4725,3548,тонко,ADVERB,11,9,20,3,31,0.68,14.22,6.61,19.82,0,0,32,4.15,4,15,0,6,11,B2,частотно (ТОП-5000),частотно (ТОП-4000),B2
4726,2235,папин,ADJECTIVE,11,45,59,2,38,0.67,9.48,15.42,64.86,0,0,33,3.98,4,16,56,14,36,B1,частотно (ТОП-5000),частотно (ТОП-3000),NO
4727,3595,царица,NOUN,11,7,25,2,23,0.65,9.48,16.52,14.41,0,0,35,3.98,4,15,0,15,8,C1,частотно (ТОП-5000),частотно (ТОП-4000),B2
4728,4182,передвигаться,VERB,11,13,21,1,23,0.68,4.74,13.22,14.41,0,0,32,3.68,4,14,0,12,8,NO,частотно (ТОП-5000),частотно (ТОП-5000),B2
4729,4210,похвала,NOUN,11,12,11,1,23,0.68,4.74,3.3,12.61,0,0,32,3.68,4,14,0,3,7,C1,частотно (ТОП-5000),частотно (ТОП-5000),B2
4730,6781,излагать,VERB,11,19,30,0,15,0.69,0,20.93,19.82,0,0,31,0,4,7,0,19,11,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),B2
4731,6568,улечься,VERB,11,30,22,0,15,0.69,0,11.01,21.62,0,0,31,0,4,7,0,10,12,C1,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4732,6504,помахать,VERB,11,35,18,0,23,0.7,0,5.51,21.62,0,0,30,0,4,7,8,5,12,B2,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4733,6588,поползти,VERB,11,29,14,0,15,0.69,0,6.61,14.41,0,0,31,0,4,7,0,6,8,NO,частотно (ТОП-5000),низкочастотно (ТОП-7000),NO
4734,7041,беспорядок,NOUN,11,11,11,0,15,0.69,0,7.71,7.21,0,0,31,0,3,7,0,7,4,B2,частотно (ТОП-5000),низкочастотно (ТОП-8000),B2
