level,text_number,inA2,inB1,inA1,inB2,inC1,kellyA1,kellyA2,kellyB1,kellyB2,kellyC1,kellyC2,simple850,simple1000,simple2000,dale3000,brown10000,infr100i,infr300i,infr500i,infr1000i,infr3000i,infr5000i,infr10000i,infr100,infr300,infr500,infr1000,infr3000,infr5000,infr10000,infr_more_than_5,infr_spoken,lex_physical,lex_abstract,lex_substance,lex_virtual,lex_emotions,lex_names_and_geo,lex_bastards,formula_flesh_kinc,formula_dale,formula_smog,formula_coleman,formula_senter,words,mean_len_word,median_len_word,median_len_sentence,mean_len_sentence,percent_of_long_words,mean_punct_per_sentence,median_punct_per_sentence,tt_ratio,contentPOS,kotoryi/words,modal_verbs,conj_adversative,kotoryi/sentences,passive,A,ADV,ADVPRO,ANUM,APRO,COM,CONJ,INTJ,NUM,PART,PR,S,SPRO,V,наст,непрош,прош,вин,дат,им,пр,род,твор,ед,мн,деепр,изъяв,инф,пов,прич,кр,полн,притяж,1-л,2-л,3-л,жен,муж,сред,несов,сов,действ,страд,неод,од,нп,пе,ADVPRO_sentence,ед_sentence,PR_sentence,дат_sentence,полн_sentence,1-л_sentence,sentences,INTJ_sentence,изъяв_sentence,од_sentence,NUM_sentence,муж_sentence,пр_sentence,жен_sentence,пе_sentence,A_sentence,mean_len_word_in_syllables,страд_sentence,род_sentence,вин_sentence,притяж_sentence,сов_sentence,им_sentence,прош_sentence,V_sentence,нп_sentence,неод_sentence,CONJ_sentence,2-л_sentence,действ_sentence,деепр_sentence,непрош_sentence,SPRO_sentence,несов_sentence,мн_sentence,кр_sentence,3-л_sentence,S_sentence,сред_sentence,наст_sentence,пов_sentence,ANUM_sentence,ADV_sentence,COM_sentence,прич_sentence,инф_sentence,твор_sentence,APRO_sentence,PART_sentence
0,25,0.944,0.97,0.896,0.974,0.987,0.662,0.848,0.961,0.974,0.974,0.974,0.494,0.697,0.567,0.732,0.918,0.485,0.662,0.693,0.814,0.948,0.965,0.974,0.463,0.632,0.723,0.805,0.948,0.961,0.978,0.991,0.299,0.6,0.46,0.12,0.06,0.04,13,0,14.458,12.421,9,5.418,17.536,244,5.336,5,10,12.2,0.221,1.7,1,1.863,0.619,0,0.016,0.2,0,0,0.07,0.066,0.02,0,0.016,0,0.111,0,0,0.012,0.098,0.262,0.123,0.221,0,0.09,0.09,0.004,0.008,0.156,0.012,0.004,0.119,0.361,0.217,0,0.184,0.037,0,0.004,0.004,0.07,0,0.074,0,0.119,0.16,0.221,0.025,0.148,0.074,0,0,0.168,0.107,0.094,0.111,0.001,0.018,0.005,0,0.003,0.004,20,0,0.009,0.005,0,0.011,0.001,0.008,0.006,0.003,2.258,0,0,0,0,0.004,0.008,0.005,0.011,0.005,0.008,0.006,0,0,0,0.005,0.006,0.007,0.011,0,0.006,0.013,0.001,0,0,0,0.003,0,0,0.002,0.006,0.001,0.001
0,26,0.857,0.921,0.741,0.94,0.944,0.692,0.872,0.917,0.929,0.932,0.932,0.421,0.744,0.526,0.816,0.88,0.429,0.613,0.669,0.744,0.88,0.917,0.932,0.444,0.605,0.662,0.744,0.865,0.921,0.951,0.966,0.259,0.579,0.158,0.132,0.053,0.026,24,6,9.723,7.754,4.702,4.78,12.307,291,4.649,5,8,7.658,0.096,1.026,1,2.385,0.608,0,0,0.211,0,0,0.055,0.062,0,0.014,0.055,0,0.103,0,0.021,0.024,0.089,0.275,0.086,0.216,0,0.014,0.186,0.069,0,0.162,0.014,0.007,0.027,0.526,0.069,0,0.206,0.007,0.01,0,0,0.055,0,0.014,0.01,0.048,0.299,0.275,0.021,0.079,0.131,0,0,0.127,0.165,0.131,0.065,0,0.014,0.002,0,0.001,0,38,0,0.005,0.004,0.001,0.007,0,0.008,0.002,0.001,2.065,0,0,0.002,0,0.003,0.004,0.005,0.006,0.003,0.003,0.003,0,0,0,0,0.002,0.002,0.002,0,0.001,0.007,0.001,0,0,0,0.002,0,0,0,0.001,0.001,0.001
0,27,0.824,0.9,0.782,0.941,0.947,0.659,0.8,0.847,0.912,0.912,0.912,0.459,0.694,0.488,0.706,0.929,0.547,0.676,0.706,0.753,0.847,0.888,0.912,0.512,0.676,0.7,0.729,0.824,0.865,0.953,0.965,0.3,0.559,0.294,0.029,0.029,0.059,11,3,7.662,5.645,5.135,5.204,10.507,181,5.022,4,5,5.485,0.16,1.152,1,1.775,0.519,0,0.006,0.121,0,0,0.083,0.028,0.017,0.006,0.055,0,0.05,0,0.006,0.122,0.077,0.265,0.149,0.144,0,0.022,0.105,0.022,0.006,0.193,0.006,0.011,0.033,0.47,0.105,0,0.133,0.011,0.006,0,0.017,0.066,0,0.061,0.033,0.039,0.215,0.177,0.088,0.11,0.028,0,0,0.171,0.133,0.055,0.083,0.001,0.014,0.002,0,0.002,0.002,33,0,0.004,0.004,0,0.005,0,0.007,0.003,0.003,2.177,0,0,0.001,0,0.001,0.006,0.003,0.004,0.002,0.005,0.002,0.001,0,0,0.001,0.005,0.003,0.003,0.001,0.001,0.008,0.003,0,0,0,0.001,0,0,0,0.001,0.002,0.004
0,28,0.918,0.95,0.824,0.95,0.978,0.759,0.915,0.956,0.972,0.972,0.972,0.483,0.646,0.536,0.73,0.94,0.455,0.68,0.746,0.806,0.922,0.937,0.972,0.467,0.605,0.718,0.787,0.903,0.944,0.962,0.978,0.27,0.568,0.523,0.023,0.068,0.023,15,2,11.144,9.194,6.173,5.051,13.994,335,4.94,5,8,9.054,0.14,1.297,1,2.094,0.636,0.009,0.009,0.216,0.081,0,0.057,0.11,0.015,0,0.039,0,0.099,0,0.009,0.033,0.072,0.272,0.099,0.197,0,0.107,0.012,0.027,0.006,0.128,0.021,0.033,0.006,0.346,0.113,0,0.128,0.063,0.015,0,0.003,0.054,0,0.084,0.051,0.057,0.075,0.245,0.06,0.152,0.036,0,0,0.227,0.063,0.072,0.119,0,0.009,0.002,0,0.001,0.002,37,0,0.003,0.002,0,0.007,0.001,0.002,0.003,0.002,2.09,0,0.001,0.001,0,0.001,0.003,0,0.005,0.002,0.006,0.003,0.001,0,0,0.003,0.003,0.004,0.003,0,0.002,0.007,0.002,0,0,0,0.003,0,0,0.002,0,0.001,0.001
0,29,0.973,1,0.919,1,1,0.77,0.932,0.973,0.973,0.973,0.973,0.581,0.784,0.662,0.824,0.986,0.622,0.689,0.716,0.797,0.919,0.973,0.973,0.622,0.676,0.703,0.784,0.919,0.959,1,1,0.311,0.4,0.4,0.133,0,0,7,0,7.178,5.437,2.449,4.284,9.499,81,4.099,3,5,5.4,0.037,0.8,1,1.723,0.556,0,0,0.267,0,0,0.012,0.16,0.037,0,0.037,0,0.086,0,0,0.025,0.136,0.272,0.123,0.111,0,0.049,0.012,0.012,0.049,0.136,0,0.025,0,0.309,0.025,0,0.062,0.049,0,0,0,0.012,0,0,0,0.173,0.136,0.321,0,0.099,0.012,0,0,0.222,0.049,0.074,0.037,0.002,0.021,0.009,0.003,0.001,0,15,0,0.004,0.003,0,0.021,0,0.009,0.002,0.001,1.778,0,0.002,0.001,0,0.001,0.009,0.001,0.007,0.005,0.015,0.006,0,0,0,0.003,0.008,0.007,0.002,0,0.012,0.018,0,0,0,0,0.011,0,0,0.003,0,0.002,0.002
0,30,0.968,0.976,0.92,0.984,0.984,0.672,0.92,0.928,0.96,0.96,0.96,0.472,0.592,0.496,0.76,0.944,0.52,0.688,0.704,0.824,0.912,0.936,0.96,0.576,0.68,0.712,0.832,0.912,0.944,0.992,0.992,0.448,0.667,0.278,0,0.056,0,1,0,8.77,7.071,3.873,4.135,10.992,126,3.992,4,6.5,7,0.071,0.278,0,2.52,0.468,0,0.008,0,0,0,0.008,0.056,0.048,0,0.048,0,0.071,0,0,0.024,0.19,0.206,0.151,0.198,0,0.143,0.04,0.008,0,0.079,0.071,0,0.032,0.508,0.032,0,0.183,0.016,0,0,0,0.008,0,0.206,0,0.079,0.111,0.151,0.071,0.167,0.024,0,0,0.19,0.024,0.183,0.016,0.003,0.028,0.011,0,0,0.011,18,0,0.01,0.001,0,0.008,0.004,0.006,0.001,0,1.77,0,0,0,0,0.001,0.004,0.002,0.011,0.01,0.011,0.004,0,0,0,0.008,0.008,0.009,0.002,0,0.004,0.011,0.004,0,0,0,0.003,0,0,0.001,0.002,0.003,0.001
0,31,0.847,0.882,0.812,0.929,0.965,0.706,0.929,0.941,0.988,0.988,0.988,0.576,0.729,0.659,0.753,0.871,0.541,0.671,0.729,0.776,0.871,0.906,0.988,0.494,0.671,0.718,0.776,0.871,0.906,0.976,0.976,0.4,0.6,0.28,0.12,0.12,0,6,2,5.392,3.711,3.223,4.628,7.966,94,4.351,4,4,3.615,0.096,0.615,0,1.5,0.548,0,0,0.077,0,0,0.065,0.065,0.022,0,0.022,0,0.043,0,0.022,0.108,0.108,0.312,0.129,0.108,0,0.011,0.065,0,0,0.258,0.054,0.011,0,0.473,0.032,0,0.075,0.022,0.011,0,0,0.065,0,0.032,0.032,0.065,0.183,0.28,0.054,0.086,0.022,0,0,0.237,0.097,0.054,0.054,0.001,0.018,0.004,0,0.002,0.001,26,0,0.003,0.004,0.001,0.011,0.002,0.007,0.002,0.002,1.777,0,0,0,0,0.001,0.01,0.002,0.004,0.002,0.009,0.002,0.001,0,0,0,0.005,0.003,0.001,0,0.002,0.012,0.002,0,0,0,0.002,0,0,0.001,0,0.001,0.004
0,32,0.945,0.972,0.844,0.972,0.982,0.743,0.899,0.945,0.945,0.945,0.945,0.541,0.716,0.615,0.743,0.936,0.541,0.716,0.78,0.872,0.936,0.945,0.945,0.523,0.716,0.761,0.817,0.936,0.982,0.991,1,0.257,0.471,0.471,0,0,0.059,13,0,9.217,7.234,3.515,4.779,11.816,122,4.639,4,7,7.176,0.057,0.765,1,1.794,0.607,0,0.008,0.118,0,0,0.041,0.115,0.049,0,0.025,0,0.066,0,0,0.041,0.09,0.279,0.123,0.172,0,0.082,0.041,0,0.008,0.18,0.016,0.016,0.016,0.352,0.131,0,0.131,0.041,0,0,0,0.049,0,0.09,0.066,0.049,0.082,0.139,0.057,0.098,0.057,0,0,0.164,0.123,0.115,0.057,0.003,0.021,0.005,0,0.003,0.005,17,0,0.008,0.007,0,0.008,0.001,0.005,0.003,0.002,2.041,0,0.001,0,0,0.003,0.011,0.002,0.01,0.007,0.01,0.004,0.004,0,0,0.005,0.007,0.006,0.008,0,0.003,0.016,0.003,0,0,0,0.007,0,0,0.002,0.001,0.001,0.002
0,33,0.972,1,0.972,0.986,1,0.887,1,1,1,1,1,0.634,0.845,0.662,0.803,0.915,0.592,0.775,0.803,0.901,0.972,1,1,0.451,0.746,0.775,0.845,0.93,0.986,1,1,0.239,0.211,0.211,0,0,0,19,0,9.198,7.099,4.557,5.582,12.44,91,5.44,5.5,8,7,0.099,3,3,1.875,0.767,0,0.011,0.308,0,0,0.156,0.078,0,0,0.011,0,0.056,0,0.011,0.044,0.089,0.422,0.022,0.111,0,0.022,0.067,0.011,0,0.167,0.022,0.022,0,0.489,0.022,0,0.089,0.011,0.011,0,0,0.156,0,0.033,0.011,0.011,0.144,0.511,0,0.022,0.089,0,0,0.322,0.1,0.022,0.067,0,0.038,0.007,0,0.012,0.003,13,0,0.007,0.008,0.001,0.039,0.002,0.011,0.005,0.012,2.198,0,0.002,0.001,0,0.007,0.013,0.005,0.009,0.002,0.025,0.004,0.001,0,0,0.002,0.002,0.002,0.002,0,0.001,0.032,0,0,0.001,0,0.006,0,0,0.001,0,0.001,0.003
0,34,0.862,0.875,0.842,0.934,0.947,0.73,0.875,0.908,0.934,0.934,0.934,0.414,0.684,0.507,0.678,0.895,0.493,0.612,0.618,0.664,0.796,0.888,0.934,0.414,0.612,0.618,0.645,0.783,0.842,0.934,0.941,0.5,0.643,0.071,0.393,0.036,0,8,0,6.668,4.812,3.873,4.988,9.481,160,4.775,4,4,4.706,0.106,1,1,2.162,0.569,0,0,0.147,0,0,0.062,0.056,0.05,0,0.044,0,0.081,0,0,0.081,0.062,0.338,0.113,0.113,0,0.056,0.019,0,0,0.138,0.006,0.031,0.013,0.369,0.119,0,0.094,0.006,0.019,0,0,0.062,0,0.069,0.094,0.037,0.056,0.331,0.087,0.094,0,0,0,0.25,0.113,0.075,0.037,0.001,0.011,0.002,0,0.002,0.002,34,0,0.003,0.003,0,0.01,0,0.002,0.001,0.002,1.962,0,0.001,0,0,0,0.004,0.001,0.003,0.002,0.007,0.002,0.003,0,0,0.002,0.003,0.003,0.003,0,0.001,0.01,0.003,0,0.001,0,0.002,0,0,0,0,0.001,0.002
0,35,0.941,0.947,0.921,0.993,1,0.757,0.914,0.941,0.987,0.987,0.987,0.579,0.803,0.638,0.783,0.901,0.599,0.717,0.776,0.868,0.961,0.974,0.987,0.546,0.704,0.783,0.868,0.954,0.98,1,1,0.401,0.667,0.389,0.056,0,0.056,2,1,8.037,6.244,3.95,4.279,10.277,154,4.117,3,5,6.16,0.084,1,1,2.139,0.532,0.006,0.032,0.24,0.04,0,0.032,0.117,0.019,0,0.019,0,0.078,0,0,0.045,0.11,0.201,0.195,0.182,0,0.032,0.058,0.006,0,0.11,0.006,0.019,0,0.409,0.039,0,0.123,0.058,0,0,0.013,0.019,0,0.182,0.078,0.045,0.084,0.169,0.071,0.032,0.117,0,0,0.143,0.071,0.065,0.11,0.001,0.016,0.004,0,0.001,0.007,25,0,0.005,0.003,0,0.007,0,0.003,0.004,0.001,1.877,0,0.001,0,0,0.005,0.004,0.002,0.007,0.003,0.006,0.003,0.003,0,0,0.001,0.008,0.001,0.002,0.001,0.002,0.008,0.003,0,0,0,0.005,0,0,0.002,0,0.001,0.002
0,36,0.733,0.733,0.667,0.911,0.911,0.756,0.778,0.822,0.911,0.911,0.911,0.444,0.644,0.578,0.733,0.711,0.267,0.511,0.556,0.556,0.6,0.644,0.911,0.267,0.511,0.511,0.556,0.6,0.644,0.911,0.911,0.2,0.333,0.583,0.333,0,0.083,0,0,11.178,9.178,6.928,5.533,14.422,45,5.422,6,9,9,0.178,3.6,3,2.045,0.778,0,0,0,0,0,0.044,0.089,0.022,0,0,0,0.067,0,0,0.044,0,0.533,0.089,0.111,0,0.111,0,0.044,0,0.067,0,0.067,0,0.156,0.222,0,0.111,0,0,0,0,0.044,0,0.044,0,0.089,0.089,0.311,0.2,0.111,0,0,0,0.511,0.089,0.022,0.089,0.004,0.031,0,0,0.009,0.009,5,0,0.022,0.018,0,0.062,0,0.018,0.018,0.009,2.178,0,0.013,0.009,0,0,0.013,0,0.022,0.004,0.102,0.013,0,0,0,0.022,0.018,0.022,0.044,0,0.018,0.107,0.04,0,0,0,0.018,0,0,0,0,0,0.009
0,37,0.84,0.924,0.778,0.965,0.979,0.701,0.861,0.903,0.903,0.903,0.903,0.521,0.667,0.597,0.833,0.868,0.465,0.569,0.639,0.708,0.84,0.861,0.903,0.472,0.569,0.618,0.715,0.84,0.875,0.91,0.958,0.299,0.556,0.296,0.185,0.037,0.074,7,9,9.609,7.691,5.21,4.994,12.433,159,4.862,5,6,7.571,0.119,1.333,0,1.663,0.614,0,0.013,0.19,0,0,0.063,0.057,0.025,0,0.032,0,0.082,0,0,0.044,0.057,0.278,0.146,0.215,0,0.019,0.158,0.063,0,0.152,0,0,0.006,0.481,0.057,0,0.177,0.038,0,0,0,0.063,0,0.089,0.013,0.038,0.31,0.12,0.082,0.082,0.133,0,0,0.209,0.095,0.051,0.133,0.001,0.023,0.003,0,0.003,0.004,21,0,0.008,0.005,0,0.006,0,0.015,0.006,0.003,2.038,0,0,0.003,0,0.006,0.007,0.008,0.01,0.002,0.01,0.004,0.001,0,0,0.001,0.007,0.004,0.003,0,0.002,0.013,0.004,0,0,0,0.003,0,0,0.002,0,0.002,0.002
0,38,0.896,0.936,0.802,0.97,0.98,0.748,0.901,0.946,0.975,0.975,0.975,0.619,0.777,0.678,0.812,0.941,0.426,0.584,0.609,0.708,0.896,0.95,0.975,0.431,0.569,0.594,0.688,0.886,0.916,0.99,0.995,0.223,0.442,0.605,0.163,0.023,0.116,5,1,7.952,6.029,3.928,4.87,10.645,208,4.702,5,4,5.943,0.087,0.743,0,1.719,0.663,0,0,0.057,0,0,0.062,0.106,0.029,0,0.038,0,0.062,0,0,0.034,0.058,0.327,0.115,0.168,0,0.12,0.005,0.019,0.01,0.12,0.019,0.014,0.062,0.375,0.154,0,0.135,0.029,0.014,0,0.005,0.058,0,0.139,0.034,0.043,0.139,0.154,0.077,0.149,0.019,0,0,0.284,0.053,0.072,0.087,0.001,0.011,0.002,0,0.002,0.004,35,0,0.004,0.002,0,0.004,0.001,0.004,0.002,0.002,2.01,0,0,0.001,0,0.001,0.003,0,0.005,0.002,0.008,0.002,0.001,0,0,0.003,0.003,0.004,0.004,0,0.001,0.009,0.002,0,0,0,0.003,0,0,0.001,0.002,0.001,0.001
0,39,0.916,0.916,0.821,0.937,0.979,0.747,0.905,0.958,0.968,0.968,0.968,0.453,0.705,0.526,0.705,0.947,0.463,0.621,0.737,0.842,0.916,0.958,0.968,0.463,0.663,0.705,0.811,0.874,0.958,0.989,0.989,0.379,0.632,0.316,0,0.105,0.053,6,0,8.551,6.512,5.123,5.069,11.287,102,4.912,5,6,6.375,0.137,0.562,0,1.603,0.584,0,0,0.125,0,0,0.03,0.099,0,0.01,0.04,0,0.05,0,0.01,0.04,0.069,0.267,0.198,0.188,0,0.079,0.089,0.079,0.01,0.178,0.059,0.05,0.01,0.604,0.059,0,0.168,0.01,0.01,0,0.02,0.01,0,0.129,0.079,0.04,0.168,0.218,0.059,0.168,0.02,0,0,0.188,0.109,0.059,0.119,0,0.038,0.004,0.001,0.001,0.008,16,0,0.011,0.007,0.001,0.014,0.004,0.011,0.007,0.002,2.176,0,0.003,0.005,0,0.001,0.011,0.006,0.012,0.004,0.012,0.003,0.005,0,0,0.005,0.012,0.011,0.004,0.001,0.002,0.017,0.004,0,0.001,0.001,0.006,0,0,0.001,0.001,0.002,0.002
0,40,0.915,0.932,0.881,0.992,1,0.78,0.907,0.932,0.949,0.949,0.949,0.619,0.771,0.669,0.822,0.941,0.576,0.746,0.788,0.831,0.915,0.949,0.949,0.585,0.72,0.771,0.831,0.924,0.975,0.992,1,0.297,0.464,0.321,0,0,0,14,0,7.121,5.341,3.098,4.652,9.742,132,4.462,4.5,5,5.28,0.061,0.4,0,1.65,0.523,0,0.008,0.16,0,0,0.015,0.061,0.023,0,0.045,0,0.045,0,0.008,0.083,0.076,0.265,0.197,0.182,0,0.061,0.068,0.098,0.008,0.197,0.008,0.015,0.038,0.545,0.038,0,0.136,0.038,0.015,0,0,0.015,0,0.106,0.053,0.068,0.22,0.174,0.061,0.121,0.061,0,0,0.136,0.152,0.068,0.098,0.001,0.022,0.003,0,0.001,0.004,25,0,0.005,0.006,0,0.007,0,0.009,0.004,0.001,1.841,0,0.001,0.004,0,0.002,0.008,0.003,0.007,0.003,0.005,0.002,0.002,0,0,0.002,0.008,0.005,0.002,0,0.003,0.011,0.002,0,0.001,0,0.002,0,0,0.002,0.002,0.002,0.003
0,41,0.947,0.96,0.873,0.993,0.993,0.8,0.927,0.967,0.993,0.993,0.993,0.467,0.62,0.567,0.647,0.987,0.36,0.7,0.793,0.867,0.967,0.98,0.993,0.387,0.627,0.767,0.847,0.933,0.967,0.993,0.993,0.293,0.556,0.63,0.037,0.148,0,2,3,10.539,8.598,5,4.993,13.376,153,4.876,5,8,8.5,0.098,0.833,0,1.8,0.654,0,0,0.111,0,0,0.092,0.105,0.026,0.007,0.02,0,0.046,0,0.02,0.013,0.085,0.294,0.131,0.163,0,0.144,0,0,0,0.118,0.013,0.052,0.02,0.484,0.039,0,0.157,0.007,0,0.013,0.013,0.092,0,0.229,0,0.026,0.098,0.301,0.046,0.163,0,0,0,0.294,0.013,0.065,0.098,0.001,0.027,0.005,0,0.005,0.013,18,0,0.009,0.001,0.001,0.017,0.001,0.005,0.005,0.005,2.039,0,0.003,0,0,0,0.007,0,0.009,0.004,0.016,0.003,0,0,0,0.008,0.007,0.009,0.002,0.001,0.001,0.016,0.003,0,0,0,0.006,0,0.001,0,0.001,0.001,0.001
0,42,0.963,1,0.9,1,1,0.725,0.95,0.975,0.975,0.975,0.975,0.6,0.738,0.65,0.8,0.938,0.512,0.625,0.738,0.863,0.963,0.963,0.975,0.5,0.625,0.713,0.863,0.975,0.988,1,1,0.4,0.533,0.333,0.067,0,0.067,5,0,7.942,6.118,2.928,4.341,10.248,85,4.176,4,6,6.071,0.047,1,1,1.604,0.624,0,0,0.143,0,0,0.047,0.071,0.012,0,0.012,0,0.071,0,0,0.035,0.106,0.318,0.141,0.188,0,0.024,0.165,0.012,0.047,0.176,0,0.059,0.047,0.282,0.329,0,0.188,0,0,0,0,0.047,0,0,0.012,0.082,0.118,0.329,0.012,0.082,0.106,0,0,0.129,0.176,0.082,0.071,0.001,0.02,0.008,0.003,0.003,0,14,0,0.013,0.013,0,0.024,0,0.008,0.005,0.003,1.871,0,0.004,0.001,0,0.008,0.013,0.012,0.013,0.006,0.009,0.005,0.001,0,0,0.002,0.01,0.006,0.024,0,0.006,0.023,0.001,0,0,0,0.005,0,0,0,0.003,0.001,0.003
0,43,0.859,0.922,0.828,0.969,0.969,0.688,0.859,0.891,0.938,0.938,0.938,0.594,0.734,0.625,0.781,0.922,0.469,0.656,0.734,0.828,0.891,0.922,0.938,0.469,0.609,0.734,0.828,0.875,0.906,0.969,0.969,0.188,0.421,0.316,0,0,0,8,1,11.139,9.069,4.33,4.958,13.847,72,4.847,5,9,9,0.069,0.625,0,1.674,0.736,0,0,0,0,0,0.097,0.042,0.014,0,0,0,0.097,0,0,0.014,0.056,0.333,0.083,0.264,0,0.014,0.208,0.042,0.056,0.111,0.014,0.083,0,0.472,0.153,0,0.194,0.042,0,0.028,0.028,0.097,0.014,0,0,0.097,0.083,0.444,0.097,0.153,0.111,0,0.028,0.208,0.125,0.167,0.097,0.002,0.059,0.007,0.007,0.012,0,8,0,0.024,0.016,0,0.056,0.002,0.01,0.012,0.012,2.139,0.003,0.01,0.005,0.002,0.014,0.014,0.026,0.033,0.021,0.026,0.012,0,0,0,0.002,0.01,0.019,0.019,0.003,0.012,0.042,0.012,0,0,0,0.005,0,0.003,0.005,0,0,0.002
0,44,0.908,0.928,0.862,0.941,0.954,0.691,0.895,0.914,0.941,0.941,0.941,0.546,0.704,0.664,0.783,0.809,0.52,0.671,0.724,0.737,0.888,0.895,0.941,0.526,0.678,0.724,0.776,0.862,0.914,0.941,0.974,0.289,0.5,0.385,0.038,0,0.038,15,4,10.806,8.896,3.77,4.435,13.164,168,4.321,4,6,8.842,0.054,0.579,0,2.471,0.595,0,0,0.105,0,0,0.012,0.036,0.024,0.006,0.03,0,0.119,0,0,0.03,0.125,0.339,0.071,0.208,0,0.03,0.125,0.006,0,0.143,0.006,0.054,0.012,0.393,0.06,0,0.149,0.054,0,0.006,0.006,0.012,0,0,0,0.083,0.28,0.214,0.048,0.048,0.161,0,0.006,0.208,0.131,0.125,0.083,0.001,0.021,0.007,0,0.001,0,19,0,0.008,0.007,0,0.011,0,0.015,0.004,0.001,1.964,0,0.003,0,0,0.008,0.008,0.007,0.011,0.007,0.011,0.006,0,0,0,0.002,0.004,0.003,0.003,0,0.004,0.018,0.003,0,0,0,0.002,0,0,0.003,0.001,0.002,0.002
0,45,0.914,0.929,0.85,0.921,0.979,0.736,0.857,0.9,0.929,0.929,0.929,0.629,0.707,0.686,0.757,0.943,0.5,0.65,0.714,0.764,0.871,0.9,0.929,0.486,0.621,0.679,0.764,0.864,0.9,0.943,0.986,0.357,0.56,0.56,0.04,0.04,0,3,0,7.429,5.443,4.83,4.937,10.045,143,4.748,4,5,5.296,0.147,0.778,1,1.907,0.566,0,0.014,0.111,0,0,0.056,0.063,0.056,0.007,0.007,0,0.084,0,0.021,0.056,0.07,0.266,0.133,0.182,0,0.091,0.028,0.007,0,0.14,0.021,0.021,0.077,0.462,0.042,0,0.119,0.049,0.014,0,0.014,0.035,0,0.091,0.07,0.042,0.119,0.217,0.049,0.091,0.035,0,0,0.182,0.105,0.098,0.084,0.002,0.017,0.003,0,0.001,0.003,27,0,0.004,0.004,0.001,0.008,0.001,0.004,0.003,0.002,2.133,0,0.001,0,0,0.001,0.005,0.001,0.007,0.004,0.007,0.003,0.003,0,0,0.003,0.005,0.003,0.002,0.001,0.002,0.01,0.002,0,0.001,0,0.002,0,0,0.002,0.003,0,0.002
0,46,0.949,0.963,0.886,0.982,0.989,0.733,0.912,0.945,0.952,0.952,0.96,0.542,0.696,0.571,0.802,0.938,0.502,0.663,0.762,0.868,0.934,0.949,0.96,0.509,0.667,0.729,0.875,0.971,0.982,0.993,1,0.37,0.667,0.381,0,0,0.048,30,5,10.097,8.235,3.369,4.538,12.605,303,4.416,5,7,8.189,0.046,1.459,1,2.367,0.574,0,0.01,0.189,0,0,0.023,0.069,0.04,0,0.043,0,0.092,0,0,0.066,0.053,0.228,0.132,0.254,0,0.026,0.178,0.023,0.01,0.244,0,0.017,0.007,0.541,0.079,0,0.218,0.03,0.01,0,0.007,0.017,0,0.056,0.04,0.073,0.297,0.178,0.026,0.162,0.083,0,0,0.059,0.175,0.155,0.096,0.001,0.015,0.001,0,0,0.002,37,0,0.006,0.005,0,0.005,0,0.008,0.003,0.001,1.908,0,0,0.001,0,0.002,0.007,0.005,0.007,0.004,0.002,0.002,0.001,0,0,0.001,0.004,0.004,0.002,0,0.002,0.006,0.001,0,0,0,0.002,0,0,0.001,0,0.001,0.002
0,47,0.952,0.966,0.834,0.959,0.972,0.703,0.931,0.959,0.972,0.972,0.972,0.49,0.71,0.559,0.752,0.938,0.441,0.607,0.69,0.8,0.931,0.966,0.972,0.407,0.586,0.676,0.779,0.91,0.945,0.972,0.972,0.255,0.652,0.261,0,0.13,0,3,0,14.712,12.536,8.66,5.669,17.921,148,5.588,6,11.5,12.333,0.203,1.583,1,1.762,0.655,0,0.02,0.083,0,0,0.088,0.081,0.027,0,0.061,0,0.074,0,0,0.034,0.101,0.291,0.047,0.196,0,0.101,0,0,0.014,0.068,0.034,0.047,0.027,0.236,0.27,0,0.128,0.068,0,0,0,0.088,0,0.034,0.027,0.128,0.101,0.223,0.02,0.155,0.007,0,0,0.243,0.061,0.142,0.054,0.002,0.02,0.008,0.001,0.007,0.003,12,0,0.011,0.005,0,0.019,0.003,0.008,0.005,0.007,2.378,0,0.004,0,0,0.001,0.006,0,0.016,0.012,0.02,0.006,0.002,0,0,0.008,0.004,0.013,0.023,0,0.011,0.024,0.002,0,0,0,0.007,0,0,0.006,0.002,0.005,0.003
0,48,0.943,0.969,0.885,0.982,0.987,0.736,0.899,0.952,0.987,0.987,0.987,0.533,0.727,0.617,0.736,0.965,0.493,0.661,0.749,0.872,0.934,0.96,0.987,0.489,0.643,0.727,0.828,0.921,0.96,0.982,0.987,0.308,0.525,0.288,0,0.034,0.034,16,0,9.202,7.079,5.318,5.391,12.19,243,5.247,5,7,6.943,0.136,0.8,0,1.841,0.663,0,0.025,0.086,0,0,0.086,0.078,0.004,0.008,0.049,0,0.049,0,0.004,0.037,0.07,0.342,0.115,0.156,0,0.103,0.033,0.021,0.004,0.259,0.021,0.016,0.029,0.506,0.119,0,0.144,0.012,0.004,0,0.008,0.078,0,0.128,0.008,0.066,0.243,0.198,0.033,0.132,0.016,0,0,0.173,0.177,0.086,0.066,0,0.014,0.002,0,0.002,0.004,35,0,0.004,0.005,0,0.006,0.001,0.007,0.002,0.002,2.259,0,0,0.001,0,0,0.007,0.001,0.004,0.002,0.005,0.001,0,0,0,0.003,0.003,0.004,0.003,0,0.002,0.01,0.001,0,0,0,0.002,0,0,0,0.001,0.001,0.001
