level,text_number,inA2,inB1,inA1,inB2,inC1,kellyA1,kellyA2,kellyB1,kellyB2,kellyC1,kellyC2,simple850,simple1000,simple2000,dale3000,brown10000,infr100i,infr300i,infr500i,infr1000i,infr3000i,infr5000i,infr10000i,infr100,infr300,infr500,infr1000,infr3000,infr5000,infr10000,infr_more_than_5,infr_spoken,lex_physical,lex_abstract,lex_substance,lex_virtual,lex_emotions,lex_names_and_geo,lex_bastards,formula_flesh_kinc,formula_dale,formula_smog,formula_coleman,formula_senter,words,mean_len_word,median_len_word,median_len_sentence,mean_len_sentence,percent_of_long_words,mean_punct_per_sentence,median_punct_per_sentence,tt_ratio,contentPOS,kotoryi/words,modal_verbs,conj_adversative,kotoryi/sentences,passive,A,ADV,ADVPRO,ANUM,APRO,COM,CONJ,INTJ,NUM,PART,PR,S,SPRO,V,наст,непрош,прош,вин,дат,им,пр,род,твор,ед,мн,деепр,изъяв,инф,пов,прич,кр,полн,притяж,1-л,2-л,3-л,жен,муж,сред,несов,сов,действ,страд,неод,од,нп,пе,ADVPRO_sentence,ед_sentence,PR_sentence,дат_sentence,полн_sentence,1-л_sentence,sentences,INTJ_sentence,изъяв_sentence,од_sentence,NUM_sentence,муж_sentence,пр_sentence,жен_sentence,пе_sentence,A_sentence,mean_len_word_in_syllables,страд_sentence,род_sentence,вин_sentence,притяж_sentence,сов_sentence,им_sentence,прош_sentence,V_sentence,нп_sentence,неод_sentence,CONJ_sentence,2-л_sentence,действ_sentence,деепр_sentence,непрош_sentence,SPRO_sentence,несов_sentence,мн_sentence,кр_sentence,3-л_sentence,S_sentence,сред_sentence,наст_sentence,пов_sentence,ANUM_sentence,ADV_sentence,COM_sentence,прич_sentence,инф_sentence,твор_sentence,APRO_sentence,PART_sentence
1,140,0.947,0.956,0.903,0.981,0.987,0.679,0.893,0.943,0.978,0.978,0.981,0.585,0.789,0.632,0.814,0.918,0.575,0.695,0.764,0.852,0.928,0.953,0.981,0.579,0.676,0.761,0.855,0.94,0.95,0.969,0.991,0.39,0.725,0.55,0,0.1,0.05,5,1,9.841,7.98,4.914,4.728,12.479,323,4.601,4,6,7.878,0.102,1.171,1,2.168,0.508,0.006,0.022,0.244,0.049,0,0.053,0.059,0.015,0.012,0.071,0,0.074,0,0,0.053,0.096,0.186,0.17,0.211,0,0.059,0.099,0.012,0.006,0.192,0.009,0,0.034,0.502,0.077,0,0.167,0.037,0.009,0,0.015,0.037,0,0.077,0.096,0.037,0.158,0.186,0.05,0.102,0.102,0,0,0.127,0.08,0.105,0.096,0,0.012,0.002,0,0.001,0.002,41,0,0.004,0.002,0,0.005,0,0.004,0.002,0.001,1.963,0,0,0,0,0.002,0.005,0.002,0.005,0.003,0.003,0.002,0.002,0,0,0.001,0.004,0.002,0.002,0,0.001,0.005,0.001,0,0,0,0.001,0,0,0.001,0.001,0.002,0.001
1,141,0.938,0.982,0.881,0.99,0.994,0.74,0.944,0.968,0.98,0.98,0.98,0.555,0.738,0.596,0.857,0.924,0.517,0.692,0.771,0.839,0.964,0.976,0.98,0.509,0.682,0.753,0.833,0.964,0.978,0.988,0.988,0.358,0.545,0.455,0,0,0.023,39,2,7.254,5.382,3.068,4.694,9.83,543,4.506,4,4,5.324,0.059,0.5,0,2.729,0.538,0.006,0.011,0.176,0.029,0,0.026,0.068,0.02,0.011,0.037,0,0.085,0.004,0.004,0.061,0.061,0.217,0.18,0.227,0,0.048,0.11,0.013,0.013,0.179,0.011,0.018,0.002,0.46,0.092,0,0.168,0.044,0.022,0,0.007,0.018,0,0.081,0.063,0.064,0.109,0.25,0.083,0.094,0.125,0,0,0.149,0.096,0.11,0.09,0,0.005,0.001,0,0,0.001,102,0,0.002,0.001,0,0.002,0,0.001,0.001,0,1.93,0,0,0,0,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0,0.002,0.001,0.001,0,0.001,0.002,0.001,0,0,0,0.001,0,0,0,0,0,0.001
1,142,0.815,0.882,0.685,0.924,0.963,0.624,0.828,0.882,0.93,0.937,0.939,0.494,0.685,0.561,0.721,0.899,0.52,0.635,0.688,0.753,0.884,0.915,0.939,0.52,0.631,0.675,0.751,0.882,0.913,0.945,0.954,0.293,0.542,0.528,0.014,0.014,0.028,20,12,8.148,6.226,4.196,4.787,10.755,564,4.624,4,5,6.13,0.096,0.641,0,2.112,0.55,0.005,0.009,0.207,0.033,0,0.048,0.085,0.03,0,0.044,0,0.11,0.004,0.002,0.037,0.071,0.211,0.152,0.206,0,0.083,0.076,0.005,0.009,0.154,0.014,0.023,0.012,0.39,0.133,0.005,0.161,0.037,0.005,0.002,0.012,0.037,0,0.113,0.035,0.053,0.064,0.225,0.041,0.149,0.048,0,0,0.145,0.082,0.106,0.089,0,0.004,0.001,0,0,0.001,92,0,0.002,0.001,0,0.002,0,0.001,0.001,0.001,2.018,0,0,0,0,0.001,0.002,0.001,0.002,0.001,0.002,0.001,0,0,0,0.001,0.002,0.002,0.001,0,0.001,0.002,0,0,0,0,0.001,0,0,0,0,0,0
1,143,0.778,0.864,0.714,0.948,0.98,0.627,0.805,0.877,0.914,0.919,0.919,0.548,0.654,0.6,0.733,0.901,0.494,0.622,0.684,0.748,0.844,0.886,0.919,0.509,0.622,0.674,0.733,0.849,0.909,0.96,0.97,0.259,0.644,0.288,0.119,0,0.017,4,2,10.908,8.996,5.296,4.743,13.522,409,4.631,4,8.5,8.891,0.105,1.283,1,1.894,0.523,0,0.01,0.109,0,0,0.076,0.073,0.039,0,0.027,0,0.09,0.005,0.005,0.056,0.105,0.176,0.149,0.198,0,0.022,0.132,0.022,0.007,0.144,0.012,0.012,0.027,0.379,0.127,0,0.161,0.029,0.01,0.005,0.007,0.073,0,0.098,0.037,0.037,0.159,0.174,0.034,0.066,0.12,0,0.005,0.142,0.049,0.122,0.064,0.001,0.008,0.002,0,0.002,0.002,46,0,0.004,0.001,0,0.004,0,0.003,0.001,0.002,2.017,0,0,0,0,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.001,0,0,0,0.003,0.001,0.003,0,0.001,0.004,0.001,0,0,0,0.002,0,0,0.001,0.001,0.001,0.001
1,144,0.756,0.848,0.636,0.894,0.922,0.544,0.781,0.852,0.919,0.926,0.926,0.417,0.572,0.537,0.664,0.887,0.322,0.473,0.608,0.735,0.859,0.908,0.926,0.311,0.519,0.59,0.731,0.873,0.908,0.947,0.965,0.152,0.443,0.471,0,0.043,0.014,18,8,14.035,11.773,8.251,6.09,17.58,301,6.003,6,9,11.577,0.196,1.077,0,1.645,0.625,0.01,0.003,0.077,0.115,0,0.11,0.047,0.01,0.003,0.076,0,0.047,0,0.08,0.023,0.12,0.395,0.017,0.073,0,0.043,0.013,0.007,0.013,0.166,0.023,0.086,0.03,0.309,0.206,0,0.056,0.017,0,0,0.007,0.103,0,0,0.017,0.04,0.289,0.196,0.047,0.05,0.023,0,0,0.336,0.063,0.037,0.03,0,0.012,0.005,0.001,0.004,0,26,0,0.002,0.002,0.003,0.008,0.001,0.011,0.001,0.004,2.458,0,0.003,0,0,0.001,0.006,0.001,0.003,0.001,0.013,0.002,0.001,0,0,0.002,0.001,0.002,0.008,0,0.002,0.015,0.002,0,0,0,0.002,0,0,0.001,0.001,0.003,0.001
1,145,0.827,0.894,0.721,0.923,0.947,0.524,0.784,0.875,0.933,0.933,0.933,0.471,0.572,0.572,0.702,0.918,0.413,0.553,0.615,0.702,0.894,0.909,0.933,0.385,0.553,0.63,0.731,0.894,0.928,0.942,0.962,0.139,0.517,0.483,0.052,0,0.017,25,1,15.432,13.306,7.416,5.527,18.618,237,5.451,5,14,13.167,0.139,1.278,1,1.553,0.687,0.004,0.008,0.111,0.056,0,0.133,0.043,0.026,0.013,0.034,0.009,0.056,0,0,0.021,0.112,0.391,0.043,0.12,0,0.034,0.06,0.017,0.013,0.082,0.026,0.052,0.056,0.369,0.155,0,0.094,0.021,0,0,0.009,0.124,0,0,0.017,0.052,0.146,0.378,0.026,0.064,0.052,0,0,0.348,0.047,0.047,0.06,0.001,0.021,0.006,0.001,0.007,0,18,0,0.005,0.003,0,0.021,0.001,0.008,0.003,0.007,2.266,0,0.003,0.001,0,0.003,0.005,0.003,0.007,0.003,0.019,0.003,0.001,0,0,0.002,0.002,0.004,0.009,0,0.003,0.022,0.001,0,0,0.001,0.002,0,0,0.001,0.003,0.002,0.001
1,146,0.875,0.944,0.757,0.954,0.964,0.669,0.833,0.934,0.957,0.957,0.957,0.633,0.689,0.692,0.8,0.928,0.495,0.659,0.734,0.797,0.875,0.957,0.957,0.505,0.656,0.721,0.8,0.931,0.967,0.99,0.99,0.259,0.321,0.357,0.071,0,0,14,0,12.315,10.366,4.819,4.752,14.945,319,4.655,5,10,10.29,0.075,1.226,1,2.363,0.611,0.006,0.006,0.226,0.065,0,0.094,0.1,0.028,0.016,0.05,0,0.1,0,0.003,0.028,0.094,0.241,0.069,0.176,0,0.013,0.116,0.013,0,0.144,0.009,0.009,0.013,0.401,0.107,0,0.141,0.031,0,0.003,0.003,0.094,0,0.016,0.013,0.053,0.238,0.213,0.028,0.116,0.047,0,0,0.219,0.044,0.103,0.066,0.001,0.013,0.003,0,0.003,0.001,31,0,0.005,0.001,0,0.007,0,0.008,0.002,0.003,2.025,0,0,0,0,0.002,0.005,0.004,0.006,0.003,0.007,0.003,0,0,0,0,0.002,0.004,0.003,0,0.002,0.008,0.001,0,0,0.001,0.003,0,0,0.001,0,0.002,0.001
1,147,0.884,0.942,0.843,0.93,0.963,0.653,0.847,0.905,0.917,0.917,0.917,0.504,0.69,0.574,0.731,0.868,0.496,0.612,0.69,0.764,0.868,0.888,0.917,0.496,0.616,0.674,0.756,0.893,0.917,0.959,0.979,0.285,0.543,0.478,0,0.065,0.043,18,1,12.488,10.515,6,5.138,15.442,260,5.042,5,9,10.4,0.115,0.92,0,1.844,0.577,0,0.008,0.28,0,0,0.054,0.092,0.023,0,0.035,0,0.081,0,0.008,0.031,0.092,0.269,0.154,0.162,0,0.077,0.038,0.035,0.031,0.154,0.008,0.019,0.015,0.438,0.104,0,0.127,0.031,0,0.008,0.004,0.058,0,0.073,0.012,0.15,0.169,0.235,0.058,0.104,0.046,0,0.004,0.146,0.131,0.058,0.092,0.001,0.018,0.004,0.001,0.002,0.003,25,0,0.005,0.005,0,0.009,0,0.007,0.004,0.002,2.088,0,0.001,0.001,0,0.002,0.006,0.002,0.006,0.002,0.006,0.003,0,0,0,0.003,0.006,0.004,0.004,0,0.006,0.011,0.002,0,0,0,0.004,0,0,0.001,0.001,0.001,0.001
1,148,0.81,0.856,0.723,0.883,0.938,0.66,0.848,0.875,0.94,0.94,0.943,0.435,0.647,0.505,0.745,0.894,0.418,0.535,0.639,0.69,0.878,0.908,0.943,0.427,0.543,0.625,0.685,0.848,0.908,0.94,0.948,0.193,0.647,0.338,0.074,0.074,0.015,14,5,10.911,8.916,5.09,5.157,13.862,388,5.044,5,7,8.818,0.098,0.909,0,2.127,0.616,0.003,0.003,0.091,0.023,0,0.081,0.047,0.021,0.021,0.042,0,0.075,0,0.016,0.018,0.112,0.358,0.081,0.13,0,0.057,0.023,0.01,0.005,0.195,0.031,0.042,0.021,0.416,0.135,0,0.106,0.018,0.01,0.01,0.016,0.075,0,0.091,0.021,0.052,0.195,0.281,0.029,0.083,0.031,0,0.003,0.327,0.039,0.078,0.042,0,0.009,0.003,0,0.002,0.002,44,0,0.002,0.001,0,0.006,0.001,0.004,0.001,0.002,2.093,0,0.001,0,0,0.001,0.004,0.001,0.003,0.002,0.007,0.002,0,0,0,0.001,0.002,0.002,0.003,0,0.001,0.008,0.001,0,0,0,0.001,0,0,0,0,0.001,0
1,149,0.764,0.809,0.691,0.851,0.899,0.608,0.726,0.802,0.851,0.861,0.875,0.396,0.556,0.517,0.674,0.812,0.361,0.462,0.521,0.59,0.74,0.792,0.875,0.368,0.469,0.514,0.597,0.715,0.778,0.878,0.931,0.26,0.364,0.318,0.102,0.034,0.023,34,18,14.241,12.003,8.018,5.764,17.501,331,5.68,6,10.5,11.821,0.181,1.25,1,1.781,0.681,0.006,0,0.179,0.071,0,0.071,0.034,0.028,0.012,0.043,0,0.077,0,0.006,0.025,0.107,0.448,0.021,0.129,0,0.049,0.043,0.015,0.003,0.129,0.043,0.058,0,0.356,0.147,0,0.101,0.021,0.009,0,0.003,0.067,0,0.006,0.009,0.061,0.101,0.396,0.046,0.101,0.034,0,0,0.31,0.141,0.028,0.086,0.001,0.013,0.004,0,0.002,0,28,0,0.004,0.005,0,0.014,0.002,0.004,0.003,0.003,2.42,0,0.002,0.001,0,0.001,0.005,0.002,0.005,0.001,0.011,0.003,0,0,0,0.002,0.001,0.004,0.005,0,0.002,0.016,0.002,0,0,0,0.001,0,0,0.001,0,0.002,0.001
1,150,0.865,0.91,0.782,0.974,0.981,0.66,0.853,0.917,0.942,0.942,0.942,0.526,0.705,0.622,0.756,0.865,0.474,0.641,0.718,0.801,0.904,0.929,0.942,0.487,0.647,0.718,0.795,0.923,0.936,0.981,0.987,0.256,0.607,0.429,0.071,0,0,7,1,10.585,8.653,4.353,4.73,13.192,163,4.613,5,7,8.579,0.074,1.316,1,1.614,0.607,0,0.006,0.105,0,0,0.037,0.074,0.018,0.006,0.012,0,0.092,0,0,0.049,0.086,0.276,0.129,0.221,0,0.055,0.135,0.061,0.006,0.129,0.018,0.006,0.012,0.466,0.061,0,0.19,0.031,0,0,0,0.037,0,0,0,0.153,0.147,0.35,0.037,0.098,0.123,0,0,0.166,0.117,0.129,0.08,0.001,0.025,0.005,0,0.002,0,19,0,0.01,0.006,0,0.018,0.001,0.008,0.004,0.002,2.006,0,0,0.003,0,0.006,0.007,0.007,0.012,0.007,0.009,0.005,0,0,0,0.003,0.007,0.005,0.003,0,0.008,0.015,0.002,0,0,0,0.004,0,0,0.002,0.001,0.001,0.003
1,151,0.844,0.907,0.764,0.93,0.937,0.738,0.91,0.93,0.934,0.94,0.94,0.548,0.638,0.591,0.674,0.897,0.458,0.638,0.678,0.807,0.904,0.93,0.94,0.458,0.628,0.678,0.801,0.9,0.93,0.944,0.95,0.365,0.564,0.436,0.091,0.036,0.055,13,14,9.554,7.573,4.053,4.892,12.259,315,4.759,5,6.5,7.5,0.073,0.952,1,1.909,0.6,0,0.006,0.095,0,0,0.054,0.079,0.038,0.003,0.029,0,0.095,0.003,0.003,0.022,0.086,0.27,0.121,0.197,0,0.041,0.114,0.013,0.019,0.14,0.029,0.019,0.029,0.467,0.092,0,0.159,0.016,0.025,0,0.003,0.051,0,0.089,0.044,0.041,0.086,0.317,0.041,0.127,0.067,0,0,0.146,0.133,0.117,0.07,0.001,0.011,0.002,0,0.001,0.002,42,0,0.004,0.003,0,0.008,0.001,0.002,0.002,0.001,2.054,0,0,0,0,0.002,0.003,0.003,0.005,0.003,0.003,0.002,0.001,0,0,0.001,0.003,0.003,0.002,0,0.001,0.006,0.001,0,0.001,0,0.002,0,0,0,0.001,0.001,0.001
1,152,0.794,0.867,0.734,0.948,0.972,0.629,0.81,0.879,0.948,0.96,0.964,0.472,0.69,0.512,0.694,0.944,0.44,0.589,0.641,0.738,0.887,0.919,0.964,0.431,0.585,0.625,0.726,0.847,0.899,0.972,0.98,0.387,0.535,0.465,0.023,0.023,0.07,9,0,6.61,4.61,3.699,5.043,9.33,257,4.821,5,3,4.509,0.101,0.421,0,1.691,0.584,0,0.019,0.105,0,0,0.062,0.109,0.051,0.004,0.043,0,0.058,0.004,0.004,0.062,0.062,0.218,0.128,0.195,0,0.074,0.039,0.058,0.019,0.144,0.004,0.008,0.016,0.424,0.105,0,0.113,0.035,0.047,0.004,0.019,0.047,0,0.089,0.105,0.031,0.128,0.152,0.035,0.132,0.062,0,0.004,0.144,0.074,0.082,0.105,0.001,0.007,0.001,0,0.001,0.002,57,0,0.002,0.001,0,0.003,0,0.002,0.002,0.001,2.101,0,0,0.001,0,0.001,0.003,0.001,0.003,0.001,0.003,0.001,0.002,0,0,0.001,0.002,0.002,0.002,0,0.001,0.004,0.001,0,0.001,0,0.002,0,0,0.001,0,0.001,0.001
1,153,0.893,0.96,0.803,0.97,0.975,0.632,0.846,0.9,0.94,0.943,0.943,0.512,0.701,0.59,0.734,0.92,0.475,0.602,0.677,0.789,0.898,0.928,0.943,0.47,0.602,0.667,0.736,0.893,0.915,0.953,0.958,0.246,0.432,0.309,0.037,0.037,0.012,25,4,10.812,8.809,4.426,5.238,13.859,428,5.124,5,9,8.735,0.075,1.061,1,1.911,0.624,0.007,0.005,0.061,0.061,0,0.089,0.091,0.016,0.002,0.054,0,0.063,0,0.019,0.065,0.082,0.304,0.075,0.14,0,0.056,0.058,0.019,0.007,0.143,0.007,0.058,0.012,0.39,0.143,0,0.119,0.021,0.002,0.002,0.04,0.054,0,0.079,0.009,0.033,0.121,0.25,0.054,0.068,0.065,0,0,0.194,0.117,0.065,0.063,0,0.008,0.002,0,0.001,0.002,49,0,0.002,0.002,0,0.005,0,0.002,0.001,0.002,2.077,0,0.001,0,0,0.001,0.003,0.001,0.003,0.001,0.004,0.001,0,0,0,0.001,0.002,0.001,0.003,0.001,0.001,0.006,0.001,0,0,0,0.002,0,0,0,0,0.001,0.001
1,154,0.787,0.874,0.718,0.925,0.943,0.678,0.876,0.928,0.948,0.957,0.957,0.503,0.618,0.575,0.736,0.842,0.42,0.58,0.67,0.736,0.825,0.868,0.957,0.44,0.58,0.635,0.733,0.839,0.876,0.922,0.94,0.33,0.533,0.3,0.2,0.05,0.033,10,7,9.939,7.966,4.778,4.89,12.632,362,4.762,5,6,7.87,0.097,1.174,1,1.967,0.613,0,0.025,0.196,0,0,0.058,0.099,0.033,0.003,0.03,0,0.099,0,0.017,0.03,0.055,0.262,0.119,0.193,0,0.03,0.119,0.036,0,0.157,0.003,0.022,0.022,0.423,0.077,0,0.149,0.044,0,0,0,0.055,0,0.088,0.006,0.052,0.26,0.18,0.019,0.077,0.116,0,0,0.202,0.061,0.069,0.116,0.001,0.009,0.001,0,0.001,0.002,46,0,0.003,0.001,0,0.004,0,0.006,0.003,0.001,2.069,0,0,0.001,0,0.003,0.003,0.003,0.004,0.002,0.004,0.002,0,0,0,0.001,0.003,0.002,0.002,0,0.001,0.006,0,0,0,0,0.002,0,0,0.001,0,0.001,0.001
1,155,0.864,0.922,0.762,0.956,0.966,0.694,0.835,0.922,0.956,0.956,0.956,0.485,0.641,0.534,0.67,0.956,0.354,0.505,0.592,0.675,0.864,0.942,0.956,0.345,0.505,0.573,0.67,0.869,0.917,0.981,0.981,0.33,0.738,0.5,0.071,0.095,0.048,0,0,7.238,5.165,4.606,5.573,10.398,206,5.374,5,4,5.024,0.141,0.293,0,1.537,0.68,0,0.01,0.098,0,0,0.053,0.024,0.01,0,0.01,0,0.073,0,0.005,0.024,0.078,0.291,0.121,0.311,0,0.243,0.005,0.039,0.01,0.136,0,0.019,0.01,0.427,0.117,0,0.252,0.058,0,0,0,0.053,0,0,0,0.32,0.112,0.257,0.039,0.282,0.034,0,0,0.243,0.044,0.126,0.17,0,0.01,0.002,0,0.001,0,41,0,0.006,0.001,0,0.006,0,0.003,0.004,0.001,2.214,0,0,0.001,0,0.001,0.003,0,0.008,0.003,0.006,0.002,0,0,0,0.006,0.003,0.007,0.003,0,0.008,0.007,0.001,0,0,0,0.001,0,0,0.001,0,0,0.001
1,156,0.772,0.866,0.612,0.935,0.97,0.599,0.81,0.909,0.97,0.978,0.978,0.496,0.616,0.552,0.672,0.935,0.448,0.625,0.694,0.793,0.935,0.961,0.978,0.457,0.603,0.664,0.75,0.918,0.948,0.974,0.983,0.254,0.535,0.442,0.023,0.023,0.047,3,0,13.548,11.361,7.559,5.553,16.654,235,5.464,5,10,11.19,0.17,1.762,1,1.715,0.664,0,0.03,0.238,0,0,0.102,0.081,0.021,0,0.026,0,0.111,0,0,0.043,0.077,0.289,0.06,0.191,0,0.085,0,0.055,0.004,0.119,0.013,0.03,0.009,0.243,0.209,0,0.098,0.089,0.004,0,0.013,0.089,0,0.009,0.051,0.081,0.166,0.17,0.034,0.149,0.03,0,0,0.234,0.077,0.06,0.123,0.001,0.012,0.004,0,0.004,0,21,0,0.005,0.004,0,0.008,0.001,0.008,0.006,0.005,2.357,0,0.001,0.003,0,0.001,0.006,0,0.009,0.003,0.011,0.005,0.002,0,0,0.004,0.003,0.007,0.01,0.001,0.004,0.014,0.002,0,0,0,0.004,0,0,0.004,0,0.001,0.002
1,157,0.883,0.947,0.84,0.979,0.989,0.713,0.894,0.947,0.957,0.957,0.957,0.606,0.777,0.66,0.755,0.957,0.574,0.745,0.787,0.84,0.926,0.947,0.957,0.564,0.734,0.777,0.84,0.894,0.936,0.979,0.979,0.404,0.538,0.692,0,0,0,1,0,8.87,6.891,4.629,4.8,11.438,95,4.653,4,5.5,6.786,0.105,1.643,2,1.462,0.568,0,0.011,0.214,0,0,0.053,0.116,0.021,0,0.074,0,0.095,0,0,0.053,0.074,0.179,0.116,0.221,0,0.105,0,0.053,0.011,0.116,0,0,0.011,0.432,0.053,0,0.126,0.084,0.021,0,0.011,0.042,0,0.095,0.084,0.032,0.116,0.137,0.042,0.158,0.053,0,0,0.147,0.063,0.126,0.095,0.002,0.031,0.005,0.001,0.003,0.007,14,0,0.009,0.005,0,0.01,0,0.008,0.007,0.004,2.084,0,0,0.004,0,0.004,0.008,0,0.016,0.009,0.011,0.007,0.006,0,0,0.008,0.008,0.011,0.004,0.001,0.002,0.013,0.003,0,0.002,0,0.008,0,0,0.006,0.001,0.005,0.004
1,158,0.923,0.964,0.897,0.979,0.985,0.738,0.949,0.959,0.985,0.985,0.985,0.641,0.8,0.754,0.769,0.944,0.477,0.636,0.744,0.826,0.964,0.964,0.985,0.467,0.641,0.723,0.795,0.959,0.969,0.99,0.995,0.292,0.543,0.457,0.114,0.057,0.057,1,0,13.57,11.631,5.941,4.658,16.101,196,4.571,4,8,11.529,0.102,1.176,1,1.903,0.577,0,0.005,0.294,0,0,0.041,0.082,0.026,0,0.036,0,0.097,0,0.005,0.031,0.128,0.255,0.102,0.199,0,0.128,0.005,0.026,0,0.138,0.026,0.026,0.026,0.372,0.087,0,0.138,0.061,0,0,0,0.041,0,0.194,0.005,0.036,0.148,0.138,0.015,0.153,0.041,0,0,0.209,0.046,0.112,0.087,0.002,0.022,0.008,0,0.002,0.011,17,0,0.008,0.003,0,0.008,0.002,0.009,0.005,0.002,2.041,0,0.002,0.002,0,0.002,0.008,0,0.012,0.007,0.012,0.006,0,0,0,0.008,0.006,0.009,0.005,0,0.002,0.015,0.001,0,0,0,0.005,0,0,0.004,0.002,0.002,0.002
1,159,0.806,0.854,0.743,0.907,0.951,0.634,0.832,0.896,0.937,0.94,0.94,0.448,0.646,0.567,0.698,0.821,0.414,0.537,0.616,0.672,0.832,0.869,0.94,0.433,0.545,0.59,0.668,0.806,0.851,0.899,0.929,0.265,0.593,0.463,0.148,0.019,0.019,2,2,10.715,8.593,6.275,5.278,13.597,270,5.159,5,7,8.438,0.156,0.75,1,1.824,0.641,0.004,0.022,0,0.031,0,0.052,0.059,0.033,0.004,0.019,0,0.067,0,0,0.03,0.133,0.289,0.074,0.241,0,0.096,0.089,0.019,0,0.081,0.048,0.026,0.041,0.422,0.081,0,0.196,0.044,0.007,0.004,0.004,0.052,0,0.033,0.015,0.119,0.167,0.248,0.033,0.141,0.1,0,0,0.256,0.033,0.122,0.104,0.001,0.013,0.004,0,0.002,0.001,32,0,0.006,0.001,0,0.008,0.002,0.005,0.003,0.002,2.278,0,0.001,0.001,0,0.003,0.003,0.003,0.008,0.004,0.008,0.002,0,0,0,0.003,0.002,0.004,0.003,0,0.004,0.009,0.001,0,0,0,0.002,0,0,0.001,0.001,0.001,0.001
1,160,0.76,0.809,0.672,0.918,0.95,0.572,0.748,0.891,0.941,0.944,0.947,0.475,0.592,0.543,0.648,0.941,0.422,0.563,0.636,0.695,0.801,0.924,0.947,0.434,0.557,0.613,0.68,0.78,0.924,0.968,0.979,0.232,0.583,0.5,0.139,0.042,0,12,0,14.263,12.269,5.931,4.989,17.079,353,4.907,4,11,12.172,0.096,1.69,2,1.878,0.654,0.003,0.008,0.207,0.034,0,0.122,0.088,0.037,0.008,0.02,0,0.096,0,0.003,0.042,0.113,0.329,0.025,0.116,0,0.031,0.045,0.031,0.003,0.125,0.017,0.045,0.014,0.263,0.178,0,0.079,0.034,0,0,0,0.122,0,0.003,0.017,0.04,0.227,0.184,0.023,0.088,0.023,0,0,0.28,0.048,0.071,0.042,0.001,0.009,0.004,0,0.004,0,29,0,0.003,0.002,0,0.006,0.001,0.008,0.001,0.004,2.091,0,0.002,0.001,0,0.001,0.004,0.002,0.004,0.002,0.01,0.003,0.001,0,0,0.001,0.001,0.003,0.006,0,0.001,0.011,0.001,0,0,0,0.003,0,0,0.001,0,0.001,0.001
1,161,0.886,0.932,0.847,0.983,0.983,0.71,0.886,0.932,0.955,0.96,0.96,0.67,0.83,0.722,0.852,0.966,0.506,0.659,0.71,0.801,0.898,0.938,0.96,0.494,0.676,0.705,0.83,0.915,0.949,0.977,0.977,0.222,0.568,0.341,0.023,0.023,0.023,16,3,15.934,14.026,6.381,4.692,18.549,195,4.621,5,12,13.929,0.097,1.643,1.5,1.893,0.631,0.01,0.005,0.429,0.143,0,0.092,0.062,0.046,0,0.031,0,0.123,0,0,0.026,0.103,0.354,0.041,0.123,0,0.092,0.021,0.015,0.005,0.128,0.021,0.026,0.015,0.323,0.118,0,0.118,0.005,0,0,0.01,0.082,0,0.005,0.005,0.123,0.205,0.221,0.046,0.118,0,0,0,0.251,0.103,0.072,0.051,0.003,0.023,0.007,0,0.006,0,14,0,0.008,0.007,0,0.016,0.001,0.015,0.004,0.007,2.005,0,0.002,0.001,0,0,0.009,0.001,0.009,0.005,0.018,0.009,0,0,0,0.007,0.003,0.008,0.008,0.001,0.009,0.025,0.003,0,0,0,0.004,0,0,0,0.001,0.002,0.002
1,162,0.787,0.857,0.701,0.9,0.934,0.671,0.831,0.88,0.91,0.934,0.934,0.492,0.691,0.585,0.714,0.884,0.472,0.605,0.711,0.777,0.86,0.91,0.934,0.485,0.595,0.674,0.764,0.854,0.914,0.947,0.96,0.309,0.446,0.459,0.054,0.054,0.027,8,4,14.011,12.008,6.622,5.071,16.872,309,4.987,5,10.5,11.885,0.123,1.269,1,1.828,0.615,0.013,0.006,0.038,0.154,0,0.068,0.078,0.01,0.003,0.049,0,0.091,0,0.006,0.039,0.113,0.327,0.074,0.142,0,0.074,0.032,0.026,0.019,0.1,0.01,0.049,0.006,0.327,0.168,0,0.12,0.019,0,0.01,0.016,0.065,0,0.068,0.006,0.078,0.152,0.262,0.032,0.113,0.023,0,0.003,0.262,0.071,0.029,0.113,0,0.013,0.004,0.001,0.002,0.003,26,0,0.005,0.003,0,0.01,0,0.006,0.004,0.003,2.126,0,0.002,0.001,0,0.001,0.004,0.001,0.005,0.001,0.01,0.003,0,0,0,0.003,0.003,0.004,0.006,0.001,0.003,0.013,0.001,0,0,0,0.003,0,0,0.001,0,0.002,0.001
