rank,lemma,pos,freq_sum,all_rki_abs,r,dp,all_rki_ipm,native_ipm,bilingual_ipm,rnc_ipm,detcorpus_ipm
3898,порция,NOUN,13,2,31,0.65,9.48,3.3,7.21,16.9,20
3983,аккуратный,ADJECTIVE,50,2,38,0.73,9.48,37.44,21.62,16.9,23
4326,обитатель,NOUN,17,2,23,0.73,9.48,12.11,7.21,16.9,21
4893,квадрат,NOUN,16,1,23,0.68,4.74,0,23.42,16.9,23
6666,цыган,NOUN,17,0,15,0.69,0,6.61,19.82,16.9,22
6888,пожить,VERB,11,0,23,0.73,0,7.71,5.41,16.9,21
7460,стукнуть,VERB,21,0,15,0.76,0,17.62,9.01,16.9,47
1755,экономист,NOUN,19,11,23,0.99,52.13,0,0,16.8,2
2099,порошок,NOUN,22,8,31,0.64,37.91,5.51,16.22,16.8,19
2986,консерватория,NOUN,24,4,31,0.71,18.96,3.3,10.81,16.8,6
3443,коляска,NOUN,14,3,38,0.67,14.22,5.51,7.21,16.8,27
3591,чайный,ADJECTIVE,18,3,31,0.71,14.22,11.01,9.01,16.8,9
4057,грамота,NOUN,31,2,31,0.65,9.48,18.72,19.82,16.8,11
5127,вал,NOUN,19,1,23,0.68,4.74,8.81,18.02,16.8,16
5432,составление,NOUN,39,1,23,0.68,4.74,17.62,39.64,16.8,2
6576,очутиться,VERB,20,0,15,0.7,0,15.42,10.81,16.8,46
7309,доброта,NOUN,49,0,23,0.8,0,39.65,18.02,16.8,12
7611,бывало,ADVERB,14,0,15,0.79,0,12.11,5.41,16.8,30
8453,фашист,NOUN,18,0,15,1,0,15.42,0,16.8,57
1088,футбольный,ADJECTIVE,96,22,54,0.54,104.27,5.51,104.5,16.7,21
1308,изменяться,VERB,896,17,38,0.8,80.57,764.32,313.51,16.7,60
2742,купе,NOUN,16,5,31,0.73,23.7,1.1,7.21,16.7,20
3587,минус,NOUN,19,3,38,0.66,14.22,3.3,21.62,16.7,12
4578,поляк,NOUN,4,2,15,0.93,9.48,0,0,16.7,4
4657,обряд,NOUN,5,2,15,0.99,9.48,3.3,0,16.7,5
4914,литр,NOUN,11,1,31,0.61,4.74,2.2,9.01,16.7,5
5314,упаковка,NOUN,8,1,23,0.67,4.74,2.2,9.01,16.7,7
5659,хрупкий,ADJECTIVE,22,1,31,0.91,4.74,19.82,3.6,16.7,15
6352,воровать,VERB,46,0,15,0.69,0,6.61,72.07,16.7,22
6405,поклониться,VERB,35,0,23,0.75,0,25.33,16.22,16.7,27
6434,замечательно,ADVERB,31,0,23,0.69,0,19.82,19.82,16.7,20
7157,лысый,ADJECTIVE,7,0,23,0.68,0,1.1,9.01,16.7,31
7271,минус,CONJUNCTION,4,0,15,0.69,0,2.2,3.6,16.7,12
8179,восхищаться,VERB,21,0,23,0.86,0,17.62,5.41,16.7,27
8407,алмаз,NOUN,31,0,15,1,0,27.53,0,16.7,13
597,мыло,NOUN,192,52,69,0.59,246.45,63.88,145.95,16.6,21
678,соединять,VERB,466,45,62,0.64,213.27,200.44,421.62,16.6,22
1893,выпивать,VERB,66,9,46,0.64,42.65,19.82,39.64,16.6,81
2064,сюрприз,NOUN,26,8,31,0.66,37.91,7.71,14.41,16.6,28
2198,хвалить,VERB,66,7,62,0.62,33.18,31.94,43.24,16.6,22
2547,тропа,NOUN,37,6,23,0.98,28.44,34.14,0,16.6,35
4110,дракон,NOUN,22,2,23,0.68,9.48,8.81,21.62,16.6,37
4553,дернуть,VERB,5,2,15,1,9.48,3.3,0,16.6,61
5005,подводить,VERB,34,1,31,0.76,4.74,26.43,14.41,16.6,57
5952,отчаянно,ADVERB,3,1,15,0.99,4.74,2.2,0,16.6,39
6349,останавливать,VERB,46,0,23,0.83,0,23.13,14.41,16.6,122
8496,упираться,VERB,12,0,15,1,0,12.11,0,16.6,58
1953,певица,NOUN,44,9,38,0.75,42.65,6.61,18.02,16.5,7
2931,обманывать,VERB,68,4,31,0.68,18.96,20.93,68.47,16.5,67
5116,рельс,NOUN,20,1,23,0.68,4.74,8.81,19.82,16.5,29
6071,древесина,NOUN,12,1,15,0.99,4.74,12.11,0,16.5,4
6512,нетерпение,NOUN,24,0,23,0.69,0,14.32,14.41,16.5,36
7079,сжимать,VERB,8,0,15,0.69,0,5.51,5.41,16.5,40
7143,досада,NOUN,7,0,23,0.71,0,4.41,3.6,16.5,48
8742,парадный,ADJECTIVE,5,0,15,1,0,3.3,0,16.5,23
1123,рождество,NOUN,86,21,54,0.58,99.53,5.51,82.88,16.4,5
1214,ферма,NOUN,31,19,46,0.71,90.05,3.3,14.41,16.4,21
1235,внучка,NOUN,112,18,62,0.64,85.31,41.85,86.49,16.4,27
1545,ухаживать,VERB,60,13,62,0.64,61.61,27.53,28.83,16.4,18
1940,кружиться,VERB,141,9,38,0.77,42.65,112.33,52.25,16.4,37
3969,обложка,NOUN,55,2,31,0.7,9.48,39.65,28.83,16.4,19
4141,ресница,NOUN,17,2,31,0.68,9.48,7.71,14.41,16.4,37
4499,вмешиваться,VERB,18,2,15,0.99,9.48,17.62,0,16.4,74
4542,желающий,NOUN,7,2,23,0.97,9.48,3.3,0,16.4,8
4648,пограничный,ADJECTIVE,6,2,15,0.98,9.48,4.41,0,16.4,6
5967,трижды,ADVERB,3,1,15,0.99,4.74,2.2,0,16.4,12
8473,видимый,ADJECTIVE,15,0,15,1,0,15.42,0,16.4,11
8605,кое-как,ADVERB,8,0,8,1,0,8.81,0,16.4,24
652,пирог,NOUN,277,47,69,0.58,222.75,137.67,165.77,16.3,39
1582,шоу,NOUN,13,13,8,0.93,61.61,0,0,16.3,5
1904,звенеть,VERB,105,9,46,0.65,42.65,62.78,66.67,16.3,40
1925,горшок,NOUN,41,9,46,0.62,42.65,18.72,27.03,16.3,24
2464,дизайнер,NOUN,19,6,31,0.66,28.44,0,18.02,16.3,2
3268,осмотр,NOUN,6,4,15,0.96,18.96,2.2,0,16.3,11
3977,добывать,VERB,52,2,38,0.71,9.48,34.14,25.23,16.3,40
4853,познакомить,VERB,25,1,31,0.68,4.74,9.91,18.02,16.3,17
4976,пожелание,NOUN,48,1,23,0.67,4.74,29.74,36.04,16.3,5
5139,походка,NOUN,18,1,23,0.69,4.74,11.01,12.61,16.3,22
5382,ожидаться,VERB,3,1,15,0.68,4.74,0,3.6,16.3,4
5486,ниже,ADVERB,20,1,23,0.79,4.74,16.52,7.21,16.3,14
5711,каблук,NOUN,9,1,23,0.99,4.74,6.61,0,16.3,29
5728,микрофон,NOUN,3,1,15,0.93,4.74,2.2,0,16.3,21
6762,оглядеться,VERB,14,0,15,0.69,0,5.51,16.22,16.3,49
6933,кассета,NOUN,10,0,15,0.69,0,0,9.01,16.3,16
7220,паника,NOUN,6,0,23,0.69,0,2.2,5.41,16.3,26
7298,латинский,ADJECTIVE,70,0,23,0.79,0,55.07,27.03,16.3,5
7572,сталь,NOUN,15,0,23,0.8,0,12.11,5.41,16.3,10
7807,декоративный,ADJECTIVE,10,0,8,0.69,0,0,18.02,16.3,2
7888,дрогнуть,VERB,8,0,15,0.75,0,6.61,3.6,16.3,38
8566,почерк,NOUN,9,0,15,1,0,7.71,0,16.3,23
8773,рекорд,NOUN,4,0,15,1,0,1.1,0,16.3,7
292,увлекаться,VERB,162,112,38,0.78,530.81,18.72,48.65,16.2,37
845,коза,NOUN,134,33,69,0.6,156.4,57.27,86.49,16.2,35
1596,побеждать,VERB,104,12,54,0.61,56.87,40.75,82.88,16.2,52
1934,заменять,VERB,415,9,31,0.73,42.65,333.7,185.59,16.2,35
3311,раскрывать,VERB,171,3,38,0.67,14.22,101.32,129.73,16.2,89
3398,пятерка,NOUN,35,3,38,0.65,14.22,18.72,19.82,16.2,35
4413,почка,NOUN,80,2,23,0.79,9.48,69.38,27.03,16.2,9
5999,параллельный,ADJECTIVE,2,1,15,0.99,4.74,0,0,16.2,13
6870,зрительный,ADJECTIVE,12,0,23,0.69,0,7.71,7.21,16.2,7
7737,грузовой,ADJECTIVE,11,0,15,0.69,0,6.61,9.01,16.2,10
8115,монолог,NOUN,34,0,15,0.82,0,30.84,10.81,16.2,4
8646,небрежно,ADVERB,7,0,8,1,0,7.71,0,16.2,33
9025,предъявлять,VERB,8,0,8,1,0,8.81,0,16.2,12
998,писаться,VERB,1316,26,31,0.79,123.22,1131.06,463.06,16.1,7
1346,медсестра,NOUN,40,16,38,0.59,75.83,0,30.63,16.1,17
2641,расходиться,VERB,33,5,38,0.64,23.7,12.11,23.42,16.1,72
2650,душ,NOUN,17,5,46,0.62,23.7,3.3,9.01,16.1,9
2746,тысячелетие,NOUN,13,5,31,0.61,23.7,4.41,7.21,16.1,6
2785,статуя,NOUN,19,5,31,0.72,23.7,9.91,9.01,16.1,19
3197,нарезать,VERB,20,4,23,0.81,18.96,14.32,5.41,16.1,12
3434,пузырь,NOUN,17,3,23,0.68,14.22,7.71,12.61,16.1,55
5211,напугать,VERB,13,1,23,0.68,4.74,5.51,12.61,16.1,33
5669,рыбный,ADJECTIVE,19,1,23,0.84,4.74,17.62,3.6,16.1,10
6472,испуг,NOUN,27,0,23,0.69,0,15.42,18.02,16.1,34
7735,ответный,ADJECTIVE,11,0,15,0.69,0,1.1,18.02,16.1,9
8492,мрак,NOUN,13,0,8,1,0,14.32,0,16.1,24
8507,залив,NOUN,12,0,8,1,0,13.22,0,16.1,22
930,петух,NOUN,178,29,77,0.59,137.44,90.31,118.92,16,42
986,вилка,NOUN,100,26,69,0.59,123.22,30.84,81.08,16,21
1195,шить,VERB,182,19,69,0.62,90.05,98.02,131.53,16,18
1433,аллея,NOUN,131,15,38,0.88,71.09,112.33,18.02,16,24
2451,фокус,NOUN,32,6,31,0.64,28.44,4.41,39.64,16,22
2472,пик,NOUN,12,6,46,0.66,28.44,3.3,3.6,16,9
4027,матушка,NOUN,37,2,23,0.68,9.48,25.33,21.62,16,17
4509,нелегкий,ADJECTIVE,13,2,23,0.99,9.48,5.51,0,16,14
5185,связка,NOUN,15,1,23,0.69,4.74,7.71,12.61,16,15
5638,лунный,ADJECTIVE,47,1,31,0.95,4.74,46.26,3.6,16,37
6475,уничтожать,VERB,27,0,15,0.69,0,8.81,34.23,16,47
6819,пирамида,NOUN,13,0,15,0.69,0,2.2,19.82,16,18
6964,рожа,NOUN,10,0,15,0.69,0,6.61,7.21,16,22
7156,гул,NOUN,7,0,15,0.69,0,4.41,5.41,16,35
8472,кое-кто,SPRO,15,0,15,1,0,15.42,0,16,20
8490,молоденький,ADJECTIVE,13,0,15,1,0,9.91,0,16,17
8604,так-то,ADJECTIVE,8,0,8,1,0,8.81,0,16,26
8728,руда,NOUN,6,0,15,1,0,5.51,0,16,7
8984,ветхий,ADJECTIVE,9,0,8,1,0,9.91,0,16,8
1799,кастрюля,NOUN,92,10,46,0.66,47.39,33.04,90.09,15.9,32
2449,коли,CONJUNCTION,35,6,38,0.69,28.44,22.03,16.22,15.9,26
4379,персональный,ADJECTIVE,7,2,31,0.83,9.48,1.1,0,15.9,4
6549,портить,VERB,22,0,23,0.69,0,14.32,14.41,15.9,20
6857,сходиться,VERB,12,0,15,0.69,0,8.81,7.21,15.9,31
6889,щелкнуть,VERB,11,0,15,0.69,0,6.61,9.01,15.9,43
7044,занавес,NOUN,9,0,23,0.69,0,5.51,5.41,15.9,12
7118,продолжительность,NOUN,8,0,15,0.69,0,0,10.81,15.9,1
8273,знаток,NOUN,12,0,15,0.83,0,11.01,3.6,15.9,11
8568,запросто,ADVERB,9,0,8,1,0,9.91,0,15.9,31
773,экскурсия,NOUN,200,37,38,0.64,175.36,49.56,156.76,15.8,24
3164,сказочный,ADJECTIVE,103,4,31,0.84,18.96,90.31,28.83,15.8,28
3355,поздороваться,VERB,52,3,38,0.65,14.22,20.93,48.65,15.8,35
3660,заключать,VERB,57,3,31,0.85,14.22,49.56,14.41,15.8,31
4077,столовый,ADJECTIVE,27,2,38,0.65,9.48,15.42,18.02,15.8,4
5294,блаженный,ADJECTIVE,8,1,31,0.74,4.74,1.1,3.6,15.8,6
5317,племянник,NOUN,7,1,23,0.68,4.74,3.3,5.41,15.8,33
6452,колокол,NOUN,29,0,23,0.72,0,19.82,14.41,15.8,21
7102,жадно,ADVERB,8,0,15,0.69,0,3.3,9.01,15.8,23
8086,овраг,NOUN,56,0,15,0.88,0,53.96,12.61,15.8,41
666,барабан,NOUN,127,46,62,0.58,218.01,42.95,75.68,15.7,30
700,орех,NOUN,176,42,69,0.57,199.05,82.6,97.3,15.7,28
1020,песенка,NOUN,269,25,54,0.67,118.48,175.11,153.15,15.7,26
1211,гроза,NOUN,184,19,38,0.67,90.05,118.94,102.7,15.7,34
1260,электричка,NOUN,21,18,23,0.94,85.31,3.3,0,15.7,23
1458,занавеска,NOUN,67,14,54,0.57,66.35,13.22,66.67,15.7,25
1551,принцесса,NOUN,49,13,46,0.63,61.61,15.42,36.04,15.7,38
2494,верхушка,NOUN,46,6,31,0.77,28.44,34.14,16.22,15.7,24
3714,виза,NOUN,5,3,15,0.67,14.22,0,3.6,15.7,2
3759,проезд,NOUN,15,3,31,0.99,14.22,12.11,0,15.7,8
4423,гибкий,ADJECTIVE,44,2,23,0.85,9.48,39.65,10.81,15.7,13
5413,скользить,VERB,48,1,23,0.78,4.74,40.75,18.02,15.7,30
5564,гонщик,NOUN,10,1,23,0.68,4.74,3.3,10.81,15.7,3
5671,заданный,ADJECTIVE,19,1,23,0.81,4.74,16.52,5.41,15.7,4
6415,полюс,NOUN,34,0,23,0.69,0,16.52,23.42,15.7,12
6854,ворваться,VERB,12,0,15,0.69,0,6.61,10.81,15.7,33
7201,русло,NOUN,7,0,15,0.69,0,2.2,9.01,15.7,11
9151,отстаивать,VERB,6,0,8,1,0,6.61,0,15.7,8
486,оранжевый,ADJECTIVE,153,63,77,0.69,298.58,60.57,59.46,15.6,38
721,олень,NOUN,162,41,62,0.63,194.31,82.6,79.28,15.6,33
3048,относить,VERB,93,4,31,0.79,18.96,75.99,34.23,15.6,47
3144,неважно,ADVERB,11,4,31,0.7,18.96,3.3,5.41,15.6,19
3345,соленый,ADJECTIVE,61,3,38,0.66,14.22,35.24,39.64,15.6,19
3775,материнский,ADJECTIVE,6,3,15,0.98,14.22,3.3,0,15.6,8
3877,прозвище,NOUN,23,2,23,0.62,9.48,14.32,14.41,15.6,31
4146,слыхать,VERB,16,2,23,0.74,9.48,11.01,7.21,15.6,40
4826,будка,NOUN,31,1,23,0.68,4.74,18.72,23.42,15.6,42
5302,рыдать,VERB,8,1,23,0.68,4.74,4.41,5.41,15.6,15
5411,толкование,NOUN,50,1,23,0.68,4.74,34.14,32.43,15.6,1
5532,приближение,NOUN,13,1,31,0.84,4.74,9.91,3.6,15.6,11
5788,окрестность,NOUN,13,1,15,0.93,4.74,13.22,0,15.6,11
5997,граната,NOUN,2,1,15,0.99,4.74,1.1,0,15.6,26
6907,теряться,VERB,11,0,15,0.69,0,1.1,18.02,15.6,17
7175,ненадолго,ADVERB,7,0,15,0.69,0,1.1,10.81,15.6,22
8539,верста,NOUN,10,0,15,1,0,9.91,0,15.6,22
8565,известность,NOUN,9,0,15,1,0,4.41,0,15.6,4
8580,пена,NOUN,9,0,8,1,0,9.91,0,15.6,22
8618,стража,NOUN,8,0,8,1,0,8.81,0,15.6,14
8778,шок,NOUN,4,0,15,1,0,2.2,0,15.6,6
761,вытирать,VERB,78,38,46,0.61,180.09,12.11,52.25,15.5,84
1012,рыбка,NOUN,266,25,69,0.64,118.48,168.5,156.76,15.5,37
1530,кличка,NOUN,140,13,38,0.67,61.61,83.7,88.29,15.5,26
2230,тропинка,NOUN,169,7,23,0.74,33.18,132.16,75.68,15.5,65
2656,подписывать,VERB,207,5,46,0.67,23.7,36.34,291.89,15.5,24
3043,покрывать,VERB,108,4,31,0.78,18.96,88.11,41.44,15.5,82
3521,икра,NOUN,36,3,38,0.8,14.22,2.2,9.01,15.5,11
3749,наполовину,ADVERB,5,3,15,0.93,14.22,2.2,0,15.5,20
4172,трусы,NOUN,13,2,31,0.67,9.48,5.51,10.81,15.5,22
4590,формат,NOUN,3,2,15,0.96,9.48,0,0,15.5,1
4721,бухгалтер,NOUN,7,1,23,0.55,4.74,0,5.41,15.5,9
5205,континент,NOUN,14,1,31,0.68,4.74,6.61,10.81,15.5,4
7440,догадка,NOUN,22,0,15,0.82,0,19.82,7.21,15.5,30
8037,напасть,NOUN,7,0,15,0.69,0,2.2,9.01,15.5,5
8147,сокровище,NOUN,24,0,15,0.88,0,23.13,5.41,15.5,35
610,помидор,NOUN,179,51,77,0.71,241.71,101.32,54.05,15.4,19
661,салат,NOUN,136,46,62,0.56,218.01,24.23,75.68,15.4,11
1343,кушать,VERB,48,16,62,0.6,75.83,14.32,30.63,15.4,21
1689,биология,NOUN,27,11,38,0.59,52.13,3.3,16.22,15.4,10
1951,рубить,VERB,66,9,38,0.68,42.65,42.95,32.43,15.4,19
3507,катиться,VERB,44,3,23,0.69,14.22,26.43,30.63,15.4,30
4111,прическа,NOUN,22,2,38,0.68,9.48,9.91,16.22,15.4,21
4808,попрощаться,VERB,36,1,31,0.68,4.74,19.82,25.23,15.4,30
5792,красавец,NOUN,12,1,15,0.99,4.74,12.11,0,15.4,17
6545,терпеливо,ADVERB,22,0,23,0.69,0,14.32,14.41,15.4,26
6910,белорусский,ADJECTIVE,11,0,23,0.69,0,5.51,7.21,15.4,5
7890,эстрада,NOUN,8,0,23,0.76,0,3.3,3.6,15.4,7
8571,пустынный,ADJECTIVE,9,0,15,1,0,8.81,0,15.4,21
1714,аппетит,NOUN,73,11,62,0.7,52.13,37.44,34.23,15.3,23
2185,вылезать,VERB,98,7,46,0.63,33.18,56.17,70.27,15.3,96
2661,скакать,VERB,143,5,23,0.68,23.7,80.4,117.12,15.3,37
2961,уронить,VERB,39,4,38,0.69,18.96,18.72,28.83,15.3,32
3087,шина,NOUN,35,4,31,0.68,18.96,19.82,23.42,15.3,12
3426,отметка,NOUN,22,3,31,0.61,14.22,7.71,21.62,15.3,22
3549,разрушать,VERB,28,3,31,0.69,14.22,13.22,21.62,15.3,25
4054,проживание,NOUN,31,2,31,0.67,9.48,1.1,46.85,15.3,1
4814,реветь,VERB,34,1,23,0.68,4.74,23.13,21.62,15.3,40
4987,шелковый,ADJECTIVE,42,1,31,0.75,4.74,33.04,18.02,15.3,20
5165,хохот,NOUN,16,1,23,0.68,4.74,1.1,25.23,15.3,26
5280,борец,NOUN,9,1,23,0.69,4.74,5.51,5.41,15.3,8
6245,привыкать,VERB,85,0,23,0.72,0,49.56,43.24,15.3,127
7151,наткнуться,VERB,7,0,15,0.71,0,5.51,3.6,15.3,29
7390,огненный,ADJECTIVE,27,0,15,0.78,0,23.13,10.81,15.3,35
8504,обрыв,NOUN,12,0,8,1,0,13.22,0,15.3,37
8506,сражаться,VERB,12,0,15,1,0,12.11,0,15.3,22
8689,мрачно,ADVERB,6,0,15,1,0,5.51,0,15.3,40
463,каникулы,NOUN,297,66,69,0.6,312.8,123.35,189.19,15.2,56
665,тигр,NOUN,201,46,69,0.57,218.01,92.51,127.93,15.2,27
1170,комар,NOUN,102,20,46,0.63,94.79,42.95,75.68,15.2,35
1552,вертеться,VERB,48,13,31,0.68,61.61,23.13,25.23,15.2,41
1809,майка,NOUN,58,10,62,0.61,47.39,25.33,43.24,15.2,50
2041,неправильно,ADVERB,98,8,46,0.67,37.91,37.44,91.89,15.2,21
2264,перец,NOUN,38,7,38,0.64,33.18,14.32,28.83,15.2,8
2675,удивлять,VERB,86,5,38,0.72,23.7,53.96,36.04,15.2,53
3538,люк,NOUN,31,3,46,0.72,14.22,18.72,12.61,15.2,52
3637,стенд,NOUN,5,3,23,0.64,14.22,0,3.6,15.2,8
3653,парус,NOUN,75,3,38,0.8,14.22,63.88,21.62,15.2,45
4281,валенок,NOUN,31,2,23,0.75,9.48,25.33,10.81,15.2,35
5875,бронзовый,ADJECTIVE,6,1,15,0.98,4.74,5.51,0,15.2,18
5983,всяческий,ADJECTIVE,3,1,15,0.99,4.74,2.2,0,15.2,6
6354,сбегать,VERB,45,0,23,0.73,0,34.14,21.62,15.2,102
6525,пират,NOUN,23,0,23,0.69,0,7.71,23.42,15.2,34
7481,лопнуть,VERB,19,0,15,0.79,0,16.52,7.21,15.2,30
7810,упоминаться,VERB,10,0,15,0.69,0,2.2,14.41,15.2,3
8613,скромно,ADVERB,8,0,8,1,0,8.81,0,15.2,16
8653,смущать,VERB,7,0,8,1,0,7.71,0,15.2,26
992,аптека,NOUN,72,26,77,0.62,123.22,23.13,27.03,15.1,15
2200,будить,VERB,62,7,46,0.64,33.18,25.33,52.25,15.1,23
2385,табличка,NOUN,40,6,31,0.65,28.44,12.11,34.23,15.1,20
3020,бак,NOUN,12,4,23,0.65,18.96,3.3,9.01,15.1,20
3422,проводник,NOUN,24,3,31,0.66,14.22,8.81,21.62,15.1,23
3947,серебро,NOUN,70,2,31,0.75,9.48,49.56,30.63,15.1,14
4037,помещаться,VERB,35,2,23,0.65,9.48,14.32,36.04,15.1,28
4213,уделять,VERB,7,2,23,0.65,9.48,0,7.21,15.1,6
4912,отводить,VERB,11,1,31,0.68,4.74,5.51,7.21,15.1,80
4960,поплыть,VERB,58,1,31,0.7,4.74,42.95,30.63,15.1,39
5407,тоненький,ADJECTIVE,57,1,23,0.87,4.74,53.96,12.61,15.1,39
6577,кирпичный,ADJECTIVE,20,0,23,0.69,0,9.91,18.02,15.1,28
6593,вздрагивать,VERB,19,0,23,0.74,0,13.22,9.01,15.1,109
8109,кустарник,NOUN,35,0,15,0.83,0,31.94,10.81,15.1,25
950,расписание,NOUN,54,28,54,0.59,132.7,8.81,30.63,15,16
1071,календарь,NOUN,88,23,62,0.61,109,42.95,39.64,15,9
1948,эхо,NOUN,74,9,38,0.68,42.65,33.04,61.26,15,23
2517,сравнительный,ADJECTIVE,16,6,31,0.65,28.44,4.41,10.81,15,1
2639,свитер,NOUN,38,5,46,0.59,23.7,12.11,37.84,15,23
3262,закуска,NOUN,7,4,23,0.98,18.96,2.2,0,15,7
4531,цепляться,VERB,8,2,15,0.99,9.48,6.61,0,15,25
5491,валить,VERB,19,1,31,0.83,4.74,15.42,5.41,15,22
6362,терраса,NOUN,44,0,23,0.69,0,23.13,39.64,15,16
6967,укол,NOUN,10,0,23,0.69,0,4.41,9.01,15,14
7821,глупо,ADVERB,9,0,23,0.78,0,2.2,3.6,15,36
7892,неторопливо,ADVERB,8,0,15,0.75,0,6.61,3.6,15,30
7894,мирно,ADVERB,8,0,23,0.75,0,5.51,3.6,15,19
8010,кулиса,NOUN,7,0,15,0.69,0,2.2,9.01,15,10
8402,сходный,ADJECTIVE,37,0,15,0.86,0,35.24,9.01,15,2
2433,грусть,NOUN,55,6,38,0.68,28.44,35.24,27.03,14.9,20
2754,лебедь,NOUN,147,5,23,0.73,23.7,114.54,68.47,14.9,12
2918,стая,NOUN,92,4,23,0.67,18.96,62.78,55.86,14.9,40
3365,злиться,VERB,47,3,38,0.64,14.22,19.82,43.24,14.9,34
3414,наводить,VERB,25,3,31,0.64,14.22,12.11,19.82,14.9,36
4173,первое,NOUN,13,2,31,0.68,9.48,6.61,7.21,14.9,3
4875,оправдываться,VERB,21,1,23,0.68,4.74,3.3,30.63,14.9,36
6371,отделять,VERB,43,0,15,0.69,0,30.84,27.03,14.9,19
7006,призрак,NOUN,9,0,15,0.69,0,2.2,12.61,14.9,41
7009,пошутить,VERB,9,0,23,0.69,0,3.3,7.21,14.9,29
7098,репетировать,VERB,8,0,15,0.69,0,0,10.81,14.9,9
7776,тревожить,VERB,10,0,15,0.8,0,8.81,3.6,14.9,18
8149,грамотный,ADJECTIVE,24,0,23,0.83,0,20.93,7.21,14.9,7
2686,путать,VERB,72,5,31,0.67,23.7,45.15,46.85,14.8,15
3115,прижимать,VERB,19,4,23,0.82,18.96,13.22,5.41,14.8,89
3166,дремать,VERB,88,4,31,0.89,18.96,82.6,14.41,14.8,24
3894,сытый,ADJECTIVE,14,2,31,0.61,9.48,6.61,10.81,14.8,20
3960,сонный,ADJECTIVE,62,2,23,0.7,9.48,46.26,32.43,14.8,27
4534,гимн,NOUN,8,2,23,0.94,9.48,3.3,0,14.8,5
5449,носиться,VERB,30,1,23,0.79,4.74,25.33,10.81,14.8,35
5717,удаляться,VERB,6,1,15,0.99,4.74,5.51,0,14.8,47
8388,диктовать,VERB,66,0,23,0.97,0,69.38,3.6,14.8,9
8691,лишать,VERB,6,0,15,1,0,3.3,0,14.8,23
8708,героический,ADJECTIVE,6,0,15,1,0,4.41,0,14.8,11
8765,пионер,NOUN,4,0,15,1,0,3.3,0,14.8,74
8985,мощь,NOUN,9,0,8,1,0,9.91,0,14.8,8
2273,итальянец,NOUN,21,7,46,0.69,33.18,2.2,3.6,14.7,5
2977,грек,NOUN,29,4,31,0.61,18.96,6.61,34.23,14.7,13
3395,дирижер,NOUN,35,3,38,0.71,14.22,8.81,14.41,14.7,6
3489,пробежать,VERB,57,3,38,0.78,14.22,45.15,18.02,14.7,44
3533,братец,NOUN,32,3,31,0.74,14.22,22.03,14.41,14.7,41
3618,неповторимый,ADJECTIVE,11,3,38,0.66,14.22,2.2,7.21,14.7,4
3832,погибать,VERB,67,2,31,0.68,9.48,23.13,55.86,14.7,103
3986,плясать,VERB,50,2,23,0.68,9.48,34.14,30.63,14.7,26
5882,тормоз,NOUN,6,1,15,0.98,4.74,5.51,0,14.7,12
5911,новичок,NOUN,4,1,23,0.99,4.74,2.2,0,14.7,20
6458,бал,NOUN,29,0,23,0.69,0,8.81,36.04,14.7,14
7458,виднеться,VERB,21,0,15,0.81,0,18.72,7.21,14.7,53
8611,побережье,NOUN,8,0,15,1,0,7.71,0,14.7,10
856,вырастать,VERB,271,32,46,0.64,151.66,142.07,169.37,14.6,103
1172,ура,INTERJECTION,81,20,46,0.61,94.79,22.03,73.87,14.6,48
1537,наливать,VERB,113,13,54,0.65,61.61,55.07,86.49,14.6,49
2307,маг,NOUN,21,7,54,0.76,33.18,9.91,7.21,14.6,10
2608,космонавт,NOUN,124,5,38,0.65,23.7,46.26,77.48,14.6,25
2831,турок,NOUN,9,5,38,0.91,23.7,2.2,0,14.6,6
3022,табуретка,NOUN,11,4,31,0.61,18.96,3.3,7.21,14.6,29
3585,кухонный,ADJECTIVE,19,3,31,0.69,14.22,3.3,19.82,14.6,18
3606,скамья,NOUN,15,3,31,0.67,14.22,7.71,9.01,14.6,26
3752,тост,NOUN,4,3,15,0.93,14.22,0,0,14.6,5
5462,бережно,ADVERB,26,1,31,0.84,4.74,22.03,7.21,14.6,24
5797,хлопоты,NOUN,11,1,23,0.99,4.74,9.91,0,14.6,15
5800,тусклый,ADJECTIVE,10,1,15,0.99,4.74,9.91,0,14.6,21
5887,моментально,ADVERB,5,1,15,0.99,4.74,4.41,0,14.6,21
6811,бодрый,ADJECTIVE,13,0,23,0.7,0,8.81,7.21,14.6,18
8435,смелость,NOUN,21,0,8,1,0,23.13,0,14.6,18
298,котенок,NOUN,648,111,62,0.62,526.07,289.65,493.69,14.5,34
809,воробей,NOUN,442,35,31,0.68,165.88,272.03,288.29,14.5,52
2056,заказывать,VERB,43,8,38,0.66,37.91,0,21.62,14.5,25
2936,низко,ADVERB,66,4,38,0.67,18.96,40.75,43.24,14.5,69
2960,гимназия,NOUN,39,4,38,0.77,18.96,4.41,14.41,14.5,23
3578,треугольник,NOUN,20,3,31,0.68,14.22,1.1,23.42,14.5,15
3890,мистер,NOUN,16,2,23,0.62,9.48,3.3,19.82,14.5,38
4115,возмущаться,VERB,21,2,31,0.69,9.48,9.91,14.41,14.5,93
5463,гонять,VERB,26,1,23,0.84,4.74,23.13,7.21,14.5,28
5665,плавно,ADVERB,19,1,23,0.88,4.74,17.62,3.6,14.5,23
